sku_id,brand,product_name,system_category,gender,retail_price_usd,cost_price_usd,initial_stock,current_stock,inventory_value_at_cost,inventory_value_at_retail,status
SP-805D3F1EDC,ON,ON Men Trail-T Running Tee Reef,apparel,men,76.84,34.5,14,14,483.0,1075.76,active
SP-EA820C1A13,ON,ON Trail-T Men Trail Running Shirt Desert,apparel,men,73.91,34.5,14,14,483.0,1034.74,active
SP-5643A090B0,ON,On 3 Inch Core Women Running Short Black,apparel,women,78.78,34.5,14,14,483.0,1102.92,active
SP-D0A64208B9,ON,On 3 Inch Core Women Running Short Heron,apparel,women,78.49,34.5,14,14,483.0,1098.86,active
SP-946B9D03B0,ON,On 3 Inch Court 2 In 1 Women Tennis Short White,apparel,women,91.49,45.54,14,14,637.56,1280.86,active
SP-20A699F44B,ON,On 3 Inch Performance Women Running Short Black,apparel,women,92.74,39.1,14,14,547.4,1298.36,active
SP-A5BA957315,ON,On 3 Inch Performance Women Running Short Sailor,apparel,women,97.0,39.1,14,14,547.4,1358.0,active
SP-63A3151A45,ON,On 30 Inch Studio Flared Women Training Tight Black,apparel,women,170.04,66.7,14,14,933.8,2380.56,active
SP-9109C66E8F,ON,On 5 Inch Core Men Running Short Midnight,apparel,men,74.98,34.5,14,14,483.0,1049.72,active
SP-33D4752389,ON,"On 5"" Performance Men Running Short Black",apparel,men,96.65,45.54,14,14,637.56,1353.1,active
SP-D38DD30CF0,ON,"On 5"" Performance Women Running Short Black",apparel,women,91.76,45.54,14,14,637.56,1284.64,active
SP-BF5626A1D8,ON,"On 5""Core Men Running Short Black",apparel,men,66.21,34.5,14,14,483.0,926.94,active
SP-B7A8557FF6,ON,On 7 Inch Core Men Running Short Desert,apparel,men,73.29,34.5,14,14,483.0,1026.06,active
SP-DF88997BEE,ON,On 7 Inch Court Tennis 7 Inch Tide,apparel,men,103.04,45.54,14,14,637.56,1442.56,active
SP-B7529301C1,ON,On 7 Inch Court Tennis 7 Inch White,apparel,men,109.72,45.54,14,14,637.56,1536.08,active
SP-98266B6693,ON,On All-Day Joggers Men Lifestyle Pant Black,apparel,men,187.81,82.34,14,14,1152.76,2629.34,active
SP-09354499DD,ON,On Boxy Club Women Lifestyle T-Shirt White,apparel,women,73.65,29.9,14,14,418.6,1031.1,active
SP-57AE88CE7F,ON,On Climate Full Zip Women Running Hoody White,apparel,women,164.93,73.14,14,14,1023.96,2309.02,active
SP-402F2C3335,ON,On Climate Men Running Hoody Black,apparel,men,174.03,73.14,14,14,1023.96,2436.42,active
SP-06A4E41C88,ON,On Climate Men Running Hoody Denim,apparel,men,142.95,51.06,14,14,714.84,2001.3,active
SP-48868D2AA6,ON,On Climate Women Running Hoody Black,apparel,women,141.86,73.14,14,14,1023.96,1986.04,active
SP-FAEA6F848F,ON,On Club Boxy Women Lifestyle T-Shirt Black,apparel,women,73.83,29.9,14,14,418.6,1033.62,active
SP-834156AAD3,ON,On Club Collective Men Lifestyle Pant Black,apparel,men,155.32,66.7,14,14,933.8,2174.48,active
SP-90BB09D2CD,ON,On Club Collective Men Lifestyle T-Shirt Black,apparel,men,70.68,36.34,14,14,508.76,989.52,active
SP-4F416D339A,ON,On Club Collective Men Lifestyle T-Shirt White,apparel,men,85.57,36.34,14,14,508.76,1197.98,active
SP-229CAF275F,Puma,DARE TO Leggings Sportstyle/Prime Women,apparel,women,14.1,6.25,14,14,87.5,197.4,active
SP-14F06CB1CC,Adidas,"3-Stripes Bodysuit, Black",sportswear,women,31.75,14.4,12,12,172.8,381.0,active
SP-F067DCDACE,Adidas,"AEROREADY Essentials Regular-Fit 3-Stripes Track Suit, Black",sportswear,men,85.64,40.32,12,12,483.84,1027.68,active
SP-F4341B2295,Adidas,"AEROREADY Essentials Regular-Fit 3-Stripes Track Suit, Blue",sportswear,men,93.87,40.32,12,12,483.84,1126.44,active
SP-EEC5C6A0BE,Adidas,"AEROREADY Sereno Cut 3-Stripes Track Suit, Blue",sportswear,men,129.32,53.28,12,12,639.36,1551.84,active
SP-D7ADEC42DC,Adidas,"Adi365 Running Pocket Graphic Medium Support Bra, Black",sportswear,women,89.24,42.24,12,12,506.88,1070.88,active
SP-EB900BB3C2,Adidas,"Adi365 Running Pocket Medium Support Bra, Green",sportswear,women,77.07,38.4,12,12,460.8,924.84,active
SP-E961A24573,Adidas,"Adibreak Tracksuit Bottoms, Green",sportswear,women,111.33,58.08,12,12,696.96,1335.96,active
SP-C80777C682,New Balance,New Balance Essential Train Women Performance Bra Black,sportswear,women,76.39,31.85,12,12,382.2,916.68,active
SP-FEA7F5C6A1,New Balance,New Balance Essential Women Performance Bra Olivine,sportswear,women,46.19,23.52,12,12,282.24,554.28,active
SP-FCD511BE4F,New Balance,New Balance Essential Yoga Women Performance Bra Black,sportswear,women,75.81,28.91,12,12,346.92,909.72,active
SP-61E130E733,New Balance,New Balance Essential Yoga Women Performance Bra Daybreak,sportswear,women,68.1,28.91,12,12,346.92,817.2,active
SP-3D39AF9FF6,New Balance,New Balance Essential Yoga Women Performance Bra Medusa Green,sportswear,women,63.99,28.91,12,12,346.92,767.88,active
SP-7542B894A6,New Balance,New Balance Fuel Women Performance Bra Black,sportswear,women,28.85,15.19,12,12,182.28,346.2,active
SP-AEB17209EC,New Balance,New Balance Harmony Women Performanc Bra Black,sportswear,women,41.75,18.62,12,12,223.44,501.0,active
SP-5B7283A238,Nike,Nike Alate Curve Aop Women Training Bra Black,sportswear,women,44.33,17.86,12,12,214.32,531.96,active
SP-87CD96F6B8,Nike,Nike Brand Energy Infant-Boys Lifestyle Set Black,sportswear,kids,44.2,19.27,12,12,231.24,530.4,active
SP-F3734633B0,Nike,Nike Indy Light-Support Women Training Bra Black/White,sportswear,women,67.99,26.32,12,12,315.84,815.88,active
SP-6A8CBD0A6C,Nike,Nike One Girls Training Bra Black/White,sportswear,kids,35.96,17.39,12,12,208.68,431.52,active
SP-A544BF76A8,Nike,Nike One Keyhole Women Training Bra Black,sportswear,women,47.12,22.09,12,12,265.08,565.44,active
SP-B7486CDFB2,Nike,Nike One Light-Support Padded Women Training Bra Pink/Canyon Rust,sportswear,women,51.47,22.09,12,12,265.08,617.64,active
SP-DBF6B755DC,Nike,Nike One Women Training Bra Black/White,sportswear,women,58.66,25.38,12,12,304.56,703.92,active
SP-F0B4D9EAF5,ON,ON Sports Performance Women Running Bra Women Gourami,sportswear,women,97.32,40.94,12,12,491.28,1167.84,active
SP-06A343CFF5,ON,On Endurance Women Running Bra Heron,sportswear,women,124.97,48.3,12,12,579.6,1499.64,active
SP-FC59B5B023,ON,On Endurance Women Running Bra Iceberg,sportswear,women,109.02,48.3,12,12,579.6,1308.24,active
SP-1AB356CEBD,ON,On Performance Women Running Bra Black,sportswear,women,86.19,40.94,12,12,491.28,1034.28,active
SP-6B6DD9AB71,ON,On Performance Women Running Bra White,sportswear,women,97.9,40.94,12,12,491.28,1174.8,active
SP-5EEE00AE58,ON,On Studio Women Training Bra Black,sportswear,women,94.01,34.5,12,12,414.0,1128.12,active
SP-2D1656C34E,ON,On Studio Women Training Bra Heron,sportswear,women,78.84,34.5,12,12,414.0,946.08,active
SP-C031FC9456,Adidas,Adidas All Court 3.0 Unisex Basketball Ball Wood/Black,accessories,unisex,43.08,19.68,18,18,354.24,775.44,active
SP-2AE7A078CB,Adidas,Adidas Classic 3 Bar Logo Training Backpack Men Dark Blue/White,accessories,unisex,41.52,18.0,18,18,324.0,747.36,active
SP-EFA218BDF9,Adidas,Adidas Classic Training Backpack With Pencil Case Unisex Black/White,accessories,unisex,53.85,22.8,18,18,410.4,969.3,active
SP-8F64E1FCBD,Adidas,Adidas INTER MIAMI IMCF JSY HOME Football Men,accessories,men,74.49,29.28,18,18,527.04,1340.82,active
SP-648D792B8F,Adidas,Adidas Lightweight Baseball Unisex Training Cap White,accessories,unisex,28.93,12.48,18,18,224.64,520.74,active
SP-04B3889425,Adidas,Adidas Performance 0.75 Unisex Training Water Bottle Black,accessories,unisex,14.43,6.24,18,18,112.32,259.74,active
SP-100050E78D,Adidas,Adidas Power Vii Unisex Training Bag Alumina/Black,accessories,unisex,49.2,20.64,18,18,371.52,885.6,active
SP-2F2652299B,Adidas,Adidas Unisex Training Dz9435 Light Ank 3Pp White/White/White,accessories,unisex,19.62,7.44,18,18,133.92,353.16,active
SP-984922E582,Crocs,Crocs 3D Beach Umbrella Unisex Lifestyle Jibbitz Charm,accessories,unisex,6.7,3.12,18,18,56.16,120.6,active
SP-45B7989AB6,Crocs,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,accessories,unisex,6.03,3.12,18,18,56.16,108.54,active
SP-ECB50BF5E1,Crocs,Crocs 3D Chilling Frog Unisex Lifestyle Jibbitz Charm,accessories,unisex,7.39,3.12,18,18,56.16,133.02,active
SP-E5AA98F640,Crocs,Crocs 3D Christmas Tree Unisex Lifestyle Jibbitz Charm,accessories,unisex,5.75,3.12,18,18,56.16,103.5,active
SP-331574EF21,Crocs,Crocs 3D Coffee Cup Unisex Lifestyle Jibbitz Charm,accessories,unisex,6.08,3.12,18,18,56.16,109.44,active
SP-2FEAF9AB06,Crocs,Crocs 3D Dino Unisex Lifestyle Jibbitz Charm,accessories,unisex,6.1,3.12,18,18,56.16,109.8,active
SP-C3B564E9B6,Crocs,Crocs 3D Holiday Beach Umbrella Unisex Lifestyle Jibbitz Charm,accessories,unisex,7.06,3.12,18,18,56.16,127.08,active
SP-C12CBB627C,Crocs,Crocs 3D Kitty Unisex Lifestyle Jibbitz Charm,accessories,unisex,6.42,3.12,18,18,56.16,115.56,active
SP-823EFC5B57,New Balance,New Balance 47 Brrr Trucker Unisex Performance Cap Black,accessories,unisex,48.16,19.11,18,18,343.98,866.88,active
SP-B79D3FAE0C,New Balance,New Balance 47 Clean Up Canvas 2 Men Lifestyle Cap Linen/Medusa Green,accessories,men,44.55,19.11,18,18,343.98,801.9,active
SP-9AA8578AF3,New Balance,New Balance 47 Clean Up Unisex Lifestyle Cap Black,accessories,unisex,32.23,17.15,18,18,308.7,580.14,active
SP-46B0A2E099,New Balance,New Balance 47 Clean Up Women Lifestyle Cap Grey Matter,accessories,women,41.57,17.15,18,18,308.7,748.26,active
SP-5EC0254D0A,New Balance,New Balance 47 Clean Up Women Lifestyle Cap Linen,accessories,women,35.68,17.15,18,18,308.7,642.24,active
SP-A756F33BA2,New Balance,New Balance 47 Clean Up Women Lifestyle Cap Pink Granite,accessories,women,46.46,17.15,18,18,308.7,836.28,active
SP-292F8CAAAC,New Balance,New Balance 47 Hitch Men Lifestyle Cap Nb Navy,accessories,men,45.45,19.11,18,18,343.98,818.1,active
SP-A8890E7A65,New Balance,New Balance 47 Hitch Men Lifestyle Cap Team Away Grey,accessories,men,39.64,19.11,18,18,343.98,713.52,active
SP-E70F8AC18A,Nike,Nike (20L) Boys Lifestyle Backpack Black/Orange/White,accessories,kids,74.2,28.67,18,18,516.06,1335.6,active
SP-2F91D09AA8,Nike,Nike (20L) Girls Lifestyle Backpack Light Magenta,accessories,kids,68.28,28.67,18,18,516.06,1229.04,active
SP-F94AB5A280,Nike,Nike 22 Oz Big Mouth 2.0 Unisex Training Bottle Clear/Black,accessories,unisex,8.83,3.76,18,18,67.68,158.94,active
SP-2BEE5B126F,Nike,Nike Academy Team L Unisex Training Bags Cases And Luggage Black/White,accessories,unisex,91.21,36.19,18,18,651.42,1641.78,active
SP-9D3EC934A6,Nike,Nike Academy Team M Unisex Training Bag Black/White,accessories,unisex,77.29,31.49,18,18,566.82,1391.22,active
SP-77A5EF0131,Nike,Nike Academy Team M Unisex Training Bag Navy/Black/White,accessories,unisex,73.68,31.49,18,18,566.82,1326.24,active
SP-95F89E6174,Nike,Nike Academy Team S Unisex Training Bags Cases And Luggage Black/White,accessories,unisex,68.03,27.73,18,18,499.14,1224.54,active
SP-E923EE9DF9,Nike,Nike Academy Team Unisex Football Bag Navy/Black/White,accessories,unisex,54.73,27.73,18,18,499.14,985.14,active
SP-7743651252,ON,On All Day Unisex Lifestyle Cap Black,accessories,unisex,65.87,27.14,18,18,488.52,1185.66,active
SP-F1BA32F84D,ON,On All Day Unisex Lifestyle Cap Ivory,accessories,unisex,61.83,27.14,18,18,488.52,1112.94,active
SP-A2AD690C12,ON,On All Day Unisex Lifestyle Cap Navy,accessories,unisex,67.94,27.14,18,18,488.52,1222.92,active
SP-C3695075E8,Adidas,"3 Bar Logo Swimsuit, Black",swimwear,unisex,17.0,7.68,9,9,69.12,153.0,active
SP-24D24979D7,Adidas,"3-Stripes Swimsuit, Black",swimwear,women,22.97,11.04,9,9,99.36,206.73,active
SP-D582D99C4D,Adidas,Adidas Classic Solid Men Swim Swim Short Glow Blue,swimwear,men,22.09,10.08,9,9,90.72,198.81,active
SP-7418F06482,All In,ALN Accessories Aqua Dumbbell Swimming Gear Blue/Pink,swimwear,unisex,6.24,3.12,9,9,28.08,56.16,active
SP-171E383B23,All In,ALN Accessories Floating Kickboard Swim Swimming Gear Blue,swimwear,unisex,5.17,2.6,9,9,23.4,46.53,active
SP-3C84F40051,All In,ALN Accessories Floating Kickboard Swim Swimming Gear Pink,swimwear,unisex,5.21,2.6,9,9,23.4,46.89,active
SP-A2C7D98A61,Billabong,Billabong All Day Layback Boys Beach Swim Short Lemon,swimwear,kids,24.04,12.0,9,9,108.0,216.36,active
SP-BB4694C6BC,Billabong,Billabong All Day Layback Boys Beach Swim Short Sea Green,swimwear,kids,24.37,12.0,9,9,108.0,219.33,active
SP-428F9FE7D9,Billabong,Billabong Gone Tropic Women Lifestyle Swim Short Pistachio,swimwear,women,39.82,20.0,9,9,180.0,358.38,active
SP-53DDAF3223,Blue Point,Blue Point Men Beach Swim Short White,swimwear,men,43.82,22.36,9,9,201.24,394.38,active
SP-30038913CA,Body Glove,Body Glove Women Beach Monokini Whisper Crissy 1 Piece Storm,swimwear,women,64.17,34.84,9,9,313.56,577.53,active
SP-950A524EDF,Bogner,Bogner Nelson 2 Men Beach Swim Short Black,swimwear,men,107.42,51.48,9,9,463.32,966.78,active
SP-E45BDB93ED,Bogner,Bogner Paul Men Swim Short Black,swimwear,men,225.91,95.16,9,9,856.44,2033.19,active
SP-A83D634897,Bogner,Bogner Paul Men Swim Short Navy Blue,swimwear,men,170.4,95.16,9,9,856.44,1533.6,active
SP-03C17880F4,Adidas,3 STRIPES TEE,kids,kids,39.17,16.8,9,9,151.2,352.53,active
SP-E44D80B7EB,Adidas,Adidas Club Pleat Kids-Girls Tennis Skort White,kids,kids,74.65,29.28,9,9,263.52,671.85,active
SP-DDAA79AADE,Adidas,Adidas Disney Mickey Mouse Summer Baby-Boys Sportswear Suit White/Black,kids,kids,33.23,14.88,9,9,133.92,299.07,active
SP-DCD0168711,Adidas,Adidas Disney Toy Story Little-Boys Training Suit Royal Blue/Lime,kids,kids,34.77,19.2,9,9,172.8,312.93,active
SP-9775ACFE6C,Crocs,Crocs Classic Neo Puff Kids Lifestyle After Ski Navy/Gum,kids,kids,57.8,26.0,9,9,234.0,520.2,active
SP-A670A1698B,The North Face,The North Face Baby 1996 Retro Nuptse One Piece Boys Hiking Suit Tnf Black,kids,kids,196.39,75.6,9,9,680.4,1767.51,active
SP-8DB0F3B215,The North Face,The North Face Easy Kids Lifestyle Long Sleeve White,kids,kids,24.79,11.25,9,9,101.25,223.11,active
SP-24A89F1A48,Puma,ACTIVE SPORTS Graphic Tee II Boys,kids,kids,12.75,5.0,9,9,45.0,114.75,active
SP-7EBCBD2E4F,Puma,CATS CLUB Tee PS Boys,kids,kids,10.96,5.0,9,9,45.0,98.64,active
SP-176380B593,Puma,FEED YOUR PUMA Backpack PRIME Girls,kids,kids,69.44,30.0,9,9,270.0,624.96,active
SP-9358D6C153,Puma,FEED YOUR PUMA Backpack PRIME Kids,kids,kids,60.45,30.0,9,9,270.0,544.05,active
SP-1BEA1A72D1,Aquatail,Aquatail Mermaid Tail Kids Beach Fins Blue,kids,kids,38.34,21.84,9,9,196.56,345.06,active
SP-4B36B44C2F,Aquatail,Aquatail Mermaid Tail Kids Beach Fins Green,kids,kids,45.26,21.84,9,9,196.56,407.34,active
SP-7DC760B623,Babolat,Babolat Nadal Junior 19 Kids Tennis Racquet Black/Yellow,kids,kids,57.91,29.12,9,9,262.08,521.19,active
SP-C3AF8C8D07,Babolat,Babolat Nadal Junior 23 Strung Grip Kids Tennis Racquet Multi,kids,kids,86.04,34.84,9,9,313.56,774.36,active
SP-474329A365,Babolat,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Blue,kids,kids,189.47,92.56,9,9,833.04,1705.23,active
SP-42A81C708A,Babolat,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Light Blue,kids,kids,175.45,89.96,9,9,809.64,1579.05,active
SP-4665CFBB2F,Adidas,"Gazelle Shoes, Black",lifestyle,men,172.26,76.32,12,12,915.84,2067.12,active
SP-0590004E40,Adidas,"Handball Spezial Shoes, Black",lifestyle,men,152.94,76.32,12,12,915.84,1835.28,active
SP-82664C3C8D,Adidas,"Handball Spezial Shoes, White",lifestyle,men,167.99,76.32,12,12,915.84,2015.88,active
SP-3FB5CF5912,Adidas,"Samba OG Shoes, Beige",lifestyle,women,140.14,76.32,12,12,915.84,1681.68,active
SP-B39CD90660,Nike,NIKE Vomero Plus IM5019,lifestyle,unisex,92.49,39.01,12,12,468.12,1109.88,active
SP-7B6BD14F3B,New Balance,NB 9060 full black,lifestyle,unisex,88.27,36.75,12,12,441.0,1059.24,active
SP-48CB982454,New Balance,New Balance 9060 Triple Black,lifestyle,unisex,89.1,41.65,12,12,499.8,1069.2,active
SP-7DFB8328BE,New Balance,New Balance Fresh Foam X Trail More v3 Black/Pink/Yellow Women's Trail Shoes,lifestyle,women,79.67,41.65,12,12,499.8,956.04,active
SP-86604D5CF7,New Balance,New balance trail fresh foam gray/pink,lifestyle,unisex,87.39,39.2,12,12,470.4,1048.68,active
SP-04A2348ABD,Nike,Air Zoom Superfly Elite - FG Cleats,lifestyle,unisex,87.79,37.6,12,12,451.2,1053.48,active
SP-D73EAC318C,Nike,Air Zoom Vapor Elite - FG Cleats,lifestyle,unisex,86.1,37.6,12,12,451.2,1033.2,active
SP-3577D415E8,Nike,Kylian Mbappe X Air Zoom Superfly Elite - FG Cleats,lifestyle,unisex,86.85,37.6,12,12,451.2,1042.2,active
SP-2A3C5C0C82,The North Face,The North Face Glenclyffe Urban Boots in a white dune/tnf black colorway,lifestyle,unisex,82.74,38.25,12,12,459.0,992.88,active
SP-D866E2F245,ASICS,ASICS PADEL METARISE™ 2,lifestyle,unisex,99.22,44.1,12,12,529.2,1190.64,active
SP-4EAF56E4BE,ASICS,ASICS PADEL SKY ELITE FF 3,lifestyle,unisex,136.47,68.6,12,12,823.2,1637.64,active
SP-27D2D54156,ASICS,Asics Metarise 2 Paris volleyball shoes in a safety yellow and black,lifestyle,unisex,108.11,41.65,12,12,499.8,1297.32,active
SP-2F6F3036F1,ASICS,Handball Shoes Asics Sky Elite FF MT 3,lifestyle,unisex,97.07,44.1,12,12,529.2,1164.84,active
SP-0F8FD95EB4,Adidas,"3-Stripes Skirt, Black",other,women,27.39,12.96,9,9,116.64,246.51,active
SP-02050B0FD1,Adidas,"Adicolor 70S V-Neck Dress, Beige",other,women,42.63,18.24,9,9,164.16,383.67,active
SP-21EC9D6B2F,Adidas,"Adicolor Classics Poplin Skirt, Blue",other,women,31.58,15.36,9,9,138.24,284.22,active
SP-EE94F7E634,Adidas,"Adicolor Classics Tricot Skirt, Black",other,women,12.36,6.24,9,9,56.16,111.24,active
SP-FA311BCAB5,New Balance,New Balance Sport Quarter Zip Women Performanc Long Sleeve Black,other,women,55.86,26.95,9,9,242.55,502.74,active
SP-8786A633D5,New Balance,New Balance Sport Women Performance Long Sleeve Black,other,women,29.34,13.23,9,9,119.07,264.06,active
SP-92437D4CE3,Nike,Nike Df Pacer Men Running Long Sleeve Black,other,men,86.53,37.6,9,9,338.4,778.77,active
SP-6294EFF394,Nike,Nike Element Men Running Long Sleeve Armor Navy/Grey,other,men,90.54,35.72,9,9,321.48,814.86,active
SP-7637E3C2FF,Nike,Nike Fitted Women Training Long Sleeve Black,other,women,65.65,33.84,9,9,304.56,590.85,active
SP-AADCC2E724,Nike,Nike Flex Classic 6 Packs Unisex Training Band Multicolor,other,unisex,12.14,6.58,9,9,59.22,109.26,active
SP-C7D5ADC445,ON,On Climate 2 Men Running Long Sleeve Black,other,men,154.12,66.7,9,9,600.3,1387.08,active
SP-5368149B74,ON,On Climate 2 Women Running Long Sleeve Black,other,women,140.53,66.7,9,9,600.3,1264.77,active
SP-8EE0491D9F,ON,On Climate Women Running Long Sleeve Iceberg,other,women,155.45,66.7,9,9,600.3,1399.05,active
SP-6094574FE4,ON,On Club Collective 1/4 Zip Men Lifestyle Long Sleeve Ore,other,men,152.03,73.14,9,9,658.26,1368.27,active
SP-71A50D913C,The North Face,The North Face Base Camp Travel Canister L Unisex Hiking Case Summit Gold/Black,other,unisex,26.25,11.25,9,9,101.25,236.25,active
SP-C394BB70B8,The North Face,The North Face Base Unisex Lifestyle Band Black,other,unisex,18.81,9.0,9,9,81.0,169.29,active
SP-E668E236D6,The North Face,The North Face Box Nse Men Lifestyle Long Sleeve Black/White,other,men,39.86,17.1,9,9,153.9,358.74,active
SP-E1745BC3E3,Adidas,"Samba OG Shoes, Black",lifestyle,men,160.83,76.32,12,12,915.84,1929.96,active
SP-D2CBD27227,Adidas,"Samba OG Shoes, White",lifestyle,men,155.52,76.32,12,12,915.84,1866.24,active
SP-86F9AD96E6,Mizuno,Mizuno Wave Lightning Z8,footwear,men,133.2,66.6,64,64,4262.4,8524.8,active
SP-BB3E20F861,Mizuno,Mizuno Wave Lightning Z8 W,footwear,women,133.2,66.6,56,56,3729.6,7459.2,active
SP-25BF4C3BC1,Mizuno,Mizuno Wave Momentum 3,footwear,men,122.1,61.05,48,48,2930.4,5860.8,active
SP-8BD0B8EFA5,K-Swiss,K-Swiss Hypercourt Express 2 W,footwear,women,111.0,57.72,42,42,2424.24,4662.0,active
SP-D936C9E9C6,Mizuno,Mizuno Wave Rider 28,footwear,men,155.4,77.7,48,48,3729.6,7459.2,active
SP-FC6ABE238F,Mizuno,Mizuno Wave Inspire 21,footwear,men,155.4,77.7,42,42,3263.4,6526.8,active
SP-82B46A2F76,La Sportiva,La Sportiva Kaptiva 2,footwear,men,155.4,71.48,35,35,2501.8,5439.0,active
SP-CFC4A2736E,La Sportiva,La Sportiva Jackal II,footwear,men,172.05,79.14,28,28,2215.92,4817.4,active
SP-4AF5F1EE2D,Columbia,Columbia Facet 75 Outdry,footwear,men,166.5,83.25,40,40,3330.0,6660.0,active
SP-97D88E812C,Mizuno,Mizuno Wave Rider 28 W,footwear,women,155.4,77.7,42,42,3263.4,6526.8,active
SP-33272498BE,Mizuno,Mizuno Wave Sky 8,footwear,women,166.5,83.25,35,35,2913.75,5827.5,active
SP-E5E8062C5F,La Sportiva,La Sportiva Wildcat 3.0 W,footwear,women,149.85,68.93,28,28,1930.04,4195.8,active
SP-87178E76A0,Columbia,Columbia Peakfreak II OutDry W,footwear,women,122.1,61.05,35,35,2136.75,4273.5,active
SP-E73794CCEB,La Sportiva,La Sportiva Bushido III,footwear,men,166.5,76.59,28,28,2144.52,4662.0,active
SP-A66350455D,Keen,Keen Targhee IV Mid WP,footwear,men,183.15,87.91,40,40,3516.4,7326.0,active
SP-36AFC5305C,Keen,Keen Venture Mid WP,footwear,men,155.4,74.59,40,40,2983.6,6216.0,active
SP-D21AF978EC,Keen,Keen Jasper Vent,footwear,men,111.0,53.28,48,48,2557.44,5328.0,active
SP-139E4E0F8D,Columbia,Columbia Newton Ridge Plus 2 WP,footwear,men,111.0,55.5,48,48,2664.0,5328.0,active
SP-F74A6F2CD7,Keen,Keen Targhee IV WP Low W,footwear,women,149.85,71.93,35,35,2517.55,5244.75,active
SP-BD7AEE01A2,Keen,Keen Terradora Flex WP W,footwear,women,149.85,71.93,35,35,2517.55,5244.75,active
SP-5314E7EA83,Columbia,Columbia Newton Ridge Plus W,footwear,women,99.9,49.95,42,42,2097.9,4195.8,active
SP-CED36CC988,La Sportiva,La Sportiva Bushido III W,footwear,women,160.95,74.04,28,28,2073.12,4506.6,active
SP-7C0B3A5ECD,Keen,Keen Newport H2 Kids,kids,kids,77.7,37.3,55,55,2051.5,4273.5,active
SP-3EEFEBBB72,Columbia,Columbia Trailstorm Mid WP Kids,kids,kids,77.7,38.85,55,55,2136.75,4273.5,active
SP-B5ED3DA9C3,Keen,Keen Targhee Sport Kids,kids,kids,83.25,39.96,35,35,1398.6,2913.75,active
SP-2F43E7EF07,Teva,Teva Original Universal M,footwear,men,66.6,36.63,64,64,2344.32,4262.4,active
SP-2644ED0974,Teva,Teva Original Universal W,footwear,women,66.6,36.63,56,56,2051.28,3729.6,active
SP-D3B81EBF5D,Teva,Teva Hurricane XLT2 M,footwear,men,77.7,42.74,48,48,2051.52,3729.6,active
SP-89F398D858,Teva,Teva Tirra W,footwear,women,77.7,42.74,42,42,1795.08,3263.4,active
SP-24AE4646D5,Keen,Keen Newport H2 Sandal M,footwear,men,122.1,58.61,40,40,2344.4,4884.0,active
SP-200BA4F84D,Keen,Keen Howser III Slide,footwear,unisex,88.8,42.62,50,50,2131.0,4440.0,active
SP-5827249A55,Birkenstock,Birkenstock Arizona Birko-Flor W,footwear,women,111.0,53.28,40,40,2131.2,4440.0,active
SP-A31AD355C0,Birkenstock,Birkenstock Boston Clog M,footwear,men,166.5,79.92,28,28,2237.76,4662.0,active
SP-61AECD5A95,Birkenstock,Birkenstock Gizeh Toe Post W,footwear,women,116.55,55.94,35,35,1957.9,4079.25,active
SP-73227ABBB9,Hey Dude,Hey Dude Wally Slip-On M,footwear,men,77.7,42.74,48,48,2051.52,3729.6,active
SP-6D5425D438,Hey Dude,Hey Dude Wendy Slip-On W,footwear,women,77.7,42.74,42,42,1795.08,3263.4,active
SP-0669577D6B,Birkenstock,Birkenstock Arizona Kids,kids,kids,83.25,39.96,40,40,1598.4,3330.0,active
SP-BD396CFE27,Vans,Vans Old Skool Black/White,lifestyle,unisex,77.7,42.74,88,88,3761.12,6837.6,active
SP-043F544E70,Vans,Vans Old Skool White,lifestyle,unisex,77.7,42.74,88,88,3761.12,6837.6,active
SP-EE92A1AEEC,Vans,Vans SK8-Hi Black,lifestyle,unisex,94.35,51.89,66,66,3424.74,6227.1,active
SP-B894407578,Vans,Vans Authentic White,lifestyle,unisex,72.15,39.68,96,96,3809.28,6926.4,active
SP-55CA67AAFC,Vans,Vans Old Skool Kids,kids,kids,55.5,30.53,48,48,1465.44,2664.0,active
SP-E1390D4948,Ellesse,Ellesse Raptor Lo M,lifestyle,men,83.25,45.79,35,35,1602.65,2913.75,active
SP-11CD7588B5,Ellesse,Ellesse Massimo Club W,lifestyle,women,83.25,45.79,35,35,1602.65,2913.75,active
SP-561C870956,K-Swiss,K-Swiss Classic 66 M,lifestyle,men,77.7,40.4,35,35,1414.0,2719.5,active
SP-26A670ED8E,Dr. Martens,Dr. Martens 1460 Boot Black M,footwear,men,188.7,90.58,28,28,2536.24,5283.6,active
SP-EDACD0C8B2,Dr. Martens,Dr. Martens 1460 Boot Black W,footwear,women,188.7,90.58,28,28,2536.24,5283.6,active
SP-8865F6A858,Dr. Martens,Dr. Martens 1460 Cherry Red W,footwear,women,205.35,98.57,28,28,2759.96,5749.8,active
SP-8CE7A884DF,Dr. Martens,Dr. Martens 1461 Oxford Black M,footwear,men,149.85,71.93,28,28,2014.04,4195.8,active
SP-BBA2621C3D,Dr. Martens,Dr. Martens 1460 Kids,kids,kids,111.0,53.28,40,40,2131.2,4440.0,active
