state_id,sku_id,product_key,style_code,brand,category,product_name,week_of,days_of_supply,stock_coverage_ratio,stockout_risk,total_qty,inventory_vs_median,current_margin_pct,discount_depth_last_30d,days_since_last_discount,days_at_current_price,retail_price_usd,price_gap_pct,competitors_on_sale,competitors_out_of_stock,num_competitors,market_position,days_since_launch,season_sell_through_pct,brand_tier,cost_price_usd,seasonality_score,category_seasonal_boost,event_proximity_score,next_month_seasonality,cash_runway_months,cash_tight,inventory_intensity,match_type,match_score,inventory_history_quality,has_competitor_data,competitor_min_price_usd,competitor_avg_price_usd,competitor_max_price_usd,sales_units_last_28d,avg_daily_sales_28d,competitor_price_trend_4w,competitor_sale_frequency_4w,competitor_oos_frequency_4w,price_gap_volatility_4w,stock_velocity_4w,sell_through_velocity_4w,days_since_competitor_change,rules_label,row_source,is_augmented,augmentation_family,anchor_state_id,sample_weight_hint,ai_label,expected_label,ai_label_confidence,label_confidence,ai_label_rationale,audit_flags,label_prompt_version,labeler_model,labeled_at,ai_label_disagrees_with_rules,data_source,synthetic_is_augmented,synthetic_target_label,synthetic_anchor_state_id,synthetic_mutation_profile,ai_score_hold,ai_score_markdown,ai_score_promote,ai_score_clear
SP-4068E7483B|2026-05-19__AUG-HOL-2188,SP-4068E7483B,,IN230243,Nike,apparel,Nike Club French Terry Pullover Men Lifestyle Hoody Ghost/White,2026-05-19,60.0,2.0,0,40,1.0,33.8,0.0161,240,30,74.31,0.045,1,0,2,at_market,112,0.46,tier1,49.19,1.153,0.0,0.786,1.2,3.0,0,0.8224,same_model_family,0.8471,movement_reconstructed,1,69.0,72.33333333333333,74.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-4068E7483B|2026-05-19,0.45,HOLD,HOLD,0.9728,0.9728,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-4068E7483B|2026-05-19,margin_floor_event_hold,0.8922,0.2062,0.579,0.1813
SP-EA820C1A13|2026-05-19__AUG-HOL-2189,SP-EA820C1A13,,IN233369,ON,apparel,ON Trail-T Men Trail Running Shirt Desert,2026-05-19,63.2,2.11,0,26,1.0,29.37,0.0423,240,30,73.91,0.0663,1,0,2,above_market,104,0.46,tier1,52.2,1.119,0.0,0.68,1.2,3.0,0,0.8224,same_model_family,0.8743,movement_reconstructed,1,75.0,91.9090909090909,219.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-EA820C1A13|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-EA820C1A13|2026-05-19,margin_floor_event_hold,0.8847,0.3115,0.5203,0.1984
SP-E5E8062C5F|2026-05-26__AUG-HOL-2190,SP-E5E8062C5F,,26Z,La Sportiva,footwear,La Sportiva Wildcat 3.0 W,2026-05-26,81.8,2.73,0,27,2.25,31.77,0.014,240,30,149.85,0.0807,1,0,2,above_market,75,0.3247,tier2,102.25,1.075,0.0,0.715,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.0,-1.0,7,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-E5E8062C5F|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-E5E8062C5F|2026-05-26,margin_floor_event_hold,0.8235,0.4622,0.4446,0.2339
SP-EEC5C6A0BE|2026-05-19__AUG-HOL-2191,SP-EEC5C6A0BE,,IW5977,Adidas,sportswear,"AEROREADY Sereno Cut 3-Stripes Track Suit, Blue",2026-05-19,48.0,1.6,0,50,1.0,31.15,0.0107,999,30,129.32,0.1,1,0,3,above_market,75,0.4321,tier1,89.04,1.089,0.0,0.68,1.2,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,112.0,55.5006,111.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-EEC5C6A0BE|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-EEC5C6A0BE|2026-05-19,margin_floor_event_hold,0.8266,0.3548,0.4499,0.2085
SP-75279CED6C|2026-05-19__AUG-HOL-2192,SP-75279CED6C,,IN222488,Nike,footwear,Nike Air Force Men Lifestyle Shoes Summit White,2026-05-19,82.3,2.74,0,49,1.0,28.83,0.015,999,30,183.95,0.0667,1,0,3,above_market,76,0.4526,tier1,130.91,1.046,0.0,0.783,1.2,3.0,0,0.8224,same_model_family,0.9091,movement_reconstructed,1,148.0,161.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-75279CED6C|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-75279CED6C|2026-05-19,margin_floor_event_hold,0.8536,0.2122,0.4363,0.1893
SP-BC8BFD0C2A|2026-05-19__AUG-HOL-2193,SP-BC8BFD0C2A,,IN226834,New Balance,apparel,New Balance Athletics Men Performanc T-Shirt Blue Gemstone,2026-05-19,48.0,1.6,0,26,1.0,32.51,0.0321,999,30,33.4,0.0804,1,0,3,above_market,80,0.42,tier1,22.54,1.141,0.0,0.73,1.2,3.0,0,0.8224,same_model_family,0.8198,movement_reconstructed,1,32.0,33.833333333333336,35.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-BC8BFD0C2A|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-BC8BFD0C2A|2026-05-19,margin_floor_event_hold,0.8431,0.2276,0.5117,0.1991
SP-A2C7D98A61|2026-05-26__AUG-HOL-2194,SP-A2C7D98A61,,IN224311,Billabong,swimwear,Billabong All Day Layback Boys Beach Swim Short Lemon,2026-05-26,102.1,3.4,0,43,4.7778,30.53,0.0374,240,30,24.04,0.1,1,0,3,above_market,75,0.2908,tier3,16.7,1.129,0.3,0.68,1.7,3.0,0,0.8224,same_model_family,0.8442,movement_reconstructed,1,16.0,29.405405405405407,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,MARKDOWN,controlled_augmentation,1,margin_floor_event_hold,SP-A2C7D98A61|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,1,synthetic_augmented,1,HOLD,SP-A2C7D98A61|2026-05-26,margin_floor_event_hold,0.7608,0.4182,0.4239,0.2418
SP-FF9B4B4F9C|2026-05-19__AUG-HOL-2195,SP-FF9B4B4F9C,,KD7980,Adidas,apparel,"3 Stripes Slim T-Shirt, Black",2026-05-19,73.4,2.45,0,39,1.0,32.5,0.0359,240,30,53.63,0.0346,1,0,3,at_market,75,0.4043,tier1,36.2,1.112,0.0,0.68,1.2,3.0,0,0.8224,exact_style,0.7671,movement_reconstructed,1,61.0,26.4168,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-FF9B4B4F9C|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-FF9B4B4F9C|2026-05-19,margin_floor_event_hold,0.9098,0.1571,0.4975,0.1787
SP-9775ACFE6C|2026-05-19__AUG-HOL-2196,SP-9775ACFE6C,,IN204251,Crocs,kids,Crocs Classic Neo Puff Kids Lifestyle After Ski Navy/Gum,2026-05-19,49.4,1.65,0,29,1.0,29.03,0.0381,240,30,57.8,0.0392,2,0,3,at_market,88,0.4418,tier2,41.02,1.123,0.0,0.68,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-9775ACFE6C|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,thin_margin|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-9775ACFE6C|2026-05-19,margin_floor_event_hold,0.8423,0.2243,0.4837,0.2004
SP-834156AAD3|2026-05-19__AUG-HOL-2197,SP-834156AAD3,,IN233213,ON,apparel,On Club Collective Men Lifestyle Pant Black,2026-05-19,65.5,2.18,0,40,1.0,28.56,0.0255,999,30,155.32,0.0999,2,0,3,above_market,91,0.46,tier1,110.96,1.086,0.0,0.789,1.2,3.0,0,0.8224,same_model_family,0.7893,movement_reconstructed,1,139.0,153.36363636363637,169.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-834156AAD3|2026-05-19,0.45,HOLD,HOLD,0.9757,0.9757,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-834156AAD3|2026-05-19,margin_floor_event_hold,0.8406,0.4979,0.5253,0.2288
SP-292F8CAAAC|2026-05-26__AUG-HOL-2198,SP-292F8CAAAC,,IN234707,New Balance,accessories,New Balance 47 Hitch Men Lifestyle Cap Nb Navy,2026-05-26,62.6,2.09,0,49,2.7222,35.14,0.0235,240,30,45.45,0.0763,1,0,2,above_market,75,0.2868,tier1,29.48,1.123,0.0,0.718,1.2,3.0,0,0.8224,same_model_family,0.8347,movement_reconstructed,1,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-1.0,7,PROMOTE,controlled_augmentation,1,margin_floor_event_hold,SP-292F8CAAAC|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,1,synthetic_augmented,1,HOLD,SP-292F8CAAAC|2026-05-26,margin_floor_event_hold,0.8743,0.4626,0.5483,0.236
SP-3B47C73D99|2026-05-19__AUG-HOL-2199,SP-3B47C73D99,,IN234838,New Balance,footwear,New Balance 327 Men Lifestyle Shoes Brown,2026-05-19,69.4,2.31,0,32,1.0,28.07,0.041,229,30,180.76,0.0656,1,0,3,above_market,75,0.46,tier1,130.02,1.122,0.0,0.68,1.2,3.0,0,0.8224,same_model_family,0.8711,movement_reconstructed,1,169.0,184.0,199.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-3B47C73D99|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-3B47C73D99|2026-05-19,margin_floor_event_hold,0.8968,0.1971,0.5154,0.1881
SP-8909E63A20|2026-05-26__AUG-HOL-2200,SP-8909E63A20,,IN073618,Crocs,footwear,Crocs Bistro Slip Resistant Work Clog Unisex lifestyle Slippers Navy,2026-05-26,56.6,1.89,0,32,2.6667,34.52,0.0261,240,30,47.71,0.0884,1,0,3,above_market,104,0.3347,tier2,31.24,1.138,0.0,0.68,1.2,3.0,0,0.8224,similar_product,0.6882,movement_reconstructed,1,46.0,57.51769331585845,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-1.0,7,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-8909E63A20|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-8909E63A20|2026-05-26,margin_floor_event_hold,0.8645,0.3598,0.5303,0.2203
SP-C394BB70B8|2026-05-19__AUG-HOL-2201,SP-C394BB70B8,,IN200628,The North Face,other,The North Face Base Unisex Lifestyle Band Black,2026-05-19,53.3,1.78,0,34,1.0,31.05,0.0126,240,30,18.81,0.0484,1,0,3,at_market,91,0.46,tier1,12.97,1.121,0.0,0.744,1.2,3.0,0,0.8224,same_model_family,0.7571,movement_reconstructed,1,19.0,93.0952380952381,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-C394BB70B8|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-C394BB70B8|2026-05-19,margin_floor_event_hold,0.8874,0.1699,0.5109,0.1751
SP-87178E76A0|2026-05-19__AUG-HOL-2202,SP-87178E76A0,,BL7027,Columbia,footwear,Columbia Peakfreak II OutDry W,2026-05-19,49.0,1.63,0,31,1.0,32.95,0.0284,240,30,122.1,0.0548,1,0,2,above_market,89,0.46,tier2,81.87,1.092,0.0,0.68,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-87178E76A0|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-87178E76A0|2026-05-19,margin_floor_event_hold,0.8479,0.2178,0.4601,0.1876
SP-21EC9D6B2F|2026-05-19__AUG-HOL-2203,SP-21EC9D6B2F,,HL9308,Adidas,other,"Adicolor Classics Poplin Skirt, Blue",2026-05-19,48.0,1.6,0,38,1.0,32.2,0.0227,240,30,31.58,0.0703,1,0,3,above_market,75,0.46,tier1,21.41,1.134,0.0,0.68,1.2,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-21EC9D6B2F|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-21EC9D6B2F|2026-05-19,margin_floor_event_hold,0.8516,0.2054,0.4902,0.185
SP-AA4107C9BC|2026-05-19__AUG-HOL-2204,SP-AA4107C9BC,,IN219653,New Balance,apparel,New Balance Athletics Logo Men Lifestyle T-Shirt Dream State,2026-05-19,63.6,2.12,0,54,1.0,29.56,0.0133,999,30,39.55,0.1,1,0,3,above_market,75,0.415,tier1,27.86,1.088,0.0,0.766,1.2,3.0,0,0.8224,same_model_family,0.7776,movement_reconstructed,1,27.0,35.1,39.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-AA4107C9BC|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-AA4107C9BC|2026-05-19,margin_floor_event_hold,0.8776,0.3568,0.5181,0.2145
SP-03C17880F4|2026-05-19__AUG-HOL-2205,SP-03C17880F4,,JC8403,Adidas,kids,3 STRIPES TEE,2026-05-19,48.0,1.6,0,39,1.0,34.57,0.0038,999,30,39.17,0.094,1,0,2,above_market,134,0.46,tier1,25.63,1.052,0.0,0.68,1.2,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-03C17880F4|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-03C17880F4|2026-05-19,margin_floor_event_hold,0.8116,0.4671,0.4303,0.206
SP-F7FAFB8DB4|2026-05-26__AUG-HOL-2206,SP-F7FAFB8DB4,,IN227297,Nike,apparel,Nike Club Men Lifestyle Hoody Black/White,2026-05-26,64.6,2.15,0,57,4.0714,32.89,0.0313,240,30,79.57,0.0655,2,0,3,above_market,108,0.24,tier1,53.4,1.058,0.0,0.68,1.2,3.0,0,0.8224,same_model_family,0.8754,movement_reconstructed,1,74.0,87.0625,126.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,-1.0,7,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-F7FAFB8DB4|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-F7FAFB8DB4|2026-05-26,margin_floor_event_hold,0.8699,0.4741,0.4755,0.2555
SP-33D4752389|2026-05-19__AUG-HOL-2207,SP-33D4752389,,IN226216,ON,apparel,"On 5"" Performance Men Running Short Black",2026-05-19,48.0,1.6,0,47,1.0,28.13,0.0367,999,30,96.65,0.1,1,0,3,above_market,83,0.46,tier1,69.46,1.104,0.0,0.68,1.2,3.0,0,0.8224,same_model_family,0.8861,movement_reconstructed,1,29.0,85.38461538461539,99.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-33D4752389|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-33D4752389|2026-05-19,margin_floor_event_hold,0.8266,0.3514,0.463,0.2061
SP-14615F55C9|2026-05-26__AUG-HOL-2208,SP-14615F55C9,,IN237320,Nike,apparel,Nike Club French Terry Open Hem Men Lifestyle Pant Grey/White,2026-05-26,61.1,2.04,0,57,4.0714,31.86,0.0009,240,30,90.93,0.0841,1,0,3,above_market,92,0.24,tier1,61.96,1.107,0.0,0.791,1.2,3.0,0,0.8224,same_model_family,0.98,movement_reconstructed,1,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-1.0,7,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-14615F55C9|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-14615F55C9|2026-05-26,margin_floor_event_hold,0.8828,0.3527,0.5343,0.2434
SP-171E383B23|2026-05-19__AUG-HOL-2209,SP-171E383B23,,IN204932,All In,swimwear,ALN Accessories Floating Kickboard Swim Swimming Gear Blue,2026-05-19,48.0,1.6,0,26,1.0,31.33,0.0065,240,30,5.17,0.0426,1,0,3,at_market,119,0.4305,tier2,3.55,1.116,0.3,0.68,1.7,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-171E383B23|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,thin_margin|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-171E383B23|2026-05-19,margin_floor_event_hold,0.8749,0.1643,0.4825,0.1784
SP-64DAAC38A4|2026-05-19__AUG-HOL-2210,SP-64DAAC38A4,,IN227416,ON,footwear,On Cloudboom Max 1 Women Running Shoes Honeydrew/Lilac,2026-05-19,75.1,2.5,0,43,1.0,30.78,0.0103,999,30,273.77,0.0957,1,0,2,above_market,87,0.46,tier1,189.5,1.051,0.0,0.757,1.2,3.0,0,0.8224,same_model_family,0.7633,movement_reconstructed,1,195.0,225.22222222222223,279.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-64DAAC38A4|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-64DAAC38A4|2026-05-19,margin_floor_event_hold,0.8328,0.4581,0.4579,0.212
SP-FCD511BE4F|2026-05-26__AUG-HOL-2211,SP-FCD511BE4F,,IN226965,New Balance,sportswear,New Balance Essential Yoga Women Performance Bra Black,2026-05-26,54.4,1.81,0,29,2.4167,30.99,0.0106,999,30,75.81,0.0841,1,0,2,above_market,110,0.24,tier1,52.32,1.087,0.0,0.744,1.2,3.0,0,0.8224,same_model_family,0.9379,movement_reconstructed,1,59.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-1.0,7,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-FCD511BE4F|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-FCD511BE4F|2026-05-26,margin_floor_event_hold,0.8409,0.466,0.4844,0.2562
SP-DEECA186E7|2026-05-26__AUG-HOL-2212,SP-DEECA186E7,,ID3491,Adidas,footwear,"4Dfwd 3 Running Shoes, Black",2026-05-26,92.8,3.09,0,26,2.1667,29.67,0.0198,240,30,139.54,0.0682,2,0,3,above_market,75,0.3087,tier1,98.14,1.138,0.0,0.68,1.2,3.0,0,0.8224,similar_product,0.7645,movement_reconstructed,1,121.0,127.33333333333331,135.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,7,MARKDOWN,controlled_augmentation,1,margin_floor_event_hold,SP-DEECA186E7|2026-05-26,0.45,HOLD,HOLD,0.93,0.93,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,thin_margin|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,1,synthetic_augmented,1,HOLD,SP-DEECA186E7|2026-05-26,margin_floor_event_hold,0.778,0.4965,0.4528,0.2454
SP-82664C3C8D|2026-05-19__AUG-HOL-2213,SP-82664C3C8D,,IH6592,Adidas,lifestyle,"Handball Spezial Shoes, White",2026-05-19,53.0,1.77,0,26,1.0,35.22,0.0145,240,30,167.99,0.064,1,0,2,above_market,123,0.46,tier1,108.82,1.124,0.0,0.68,1.2,3.0,0,0.8224,exact_style,0.8393,movement_reconstructed,1,179.0,53.0013,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,PROMOTE,controlled_augmentation,1,margin_floor_event_hold,SP-82664C3C8D|2026-05-19,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed; seasonal pressure is moderate,,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,1,synthetic_augmented,1,HOLD,SP-82664C3C8D|2026-05-19,margin_floor_event_hold,0.8532,0.2428,0.5111,0.1897
1|2026-05-26__AUG-HOL-2214,1,,2,2,2,2,2026-05-26,52.7,1.76,0,26,1.0,34.5,0.0153,240,30,2.0,0.0565,1,0,3,above_market,128,0.4208,tier2,1.31,1.154,0.0,0.778,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-1.0,7,HOLD,controlled_augmentation,1,margin_floor_event_hold,1|2026-05-26,0.45,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed,weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,1|2026-05-26,margin_floor_event_hold,0.8786,0.199,0.5599,0.1837
SP-B87306A6F9|2026-05-19__AUG-HOL-2215,SP-B87306A6F9,,IN234918,New Balance,apparel,New Balance Athletics Jersey Women Lifestyle T-Shirt Daybreak,2026-05-19,48.0,1.6,0,37,1.0,30.43,0.0316,240,30,58.59,0.1,1,0,3,above_market,100,0.46,tier1,40.76,1.15,0.0,0.719,1.2,3.0,0,0.8224,same_model_family,0.8648,movement_reconstructed,1,35.0,42.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,controlled_augmentation,1,margin_floor_event_hold,SP-B87306A6F9|2026-05-19,0.45,HOLD,HOLD,0.972,0.972,inventory position is balanced; no urgent pricing intervention is needed,thin_margin,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-06T07:35:43.063753+00:00,0,synthetic_augmented,1,HOLD,SP-B87306A6F9|2026-05-19,margin_floor_event_hold,0.8266,0.3514,0.514,0.203
