state_id,sku_id,product_key,style_code,brand,category,product_name,week_of,days_of_supply,stock_coverage_ratio,stockout_risk,total_qty,inventory_vs_median,current_margin_pct,discount_depth_last_30d,days_since_last_discount,days_at_current_price,retail_price_usd,price_gap_pct,competitors_on_sale,competitors_out_of_stock,num_competitors,market_position,days_since_launch,season_sell_through_pct,brand_tier,cost_price_usd,seasonality_score,category_seasonal_boost,event_proximity_score,next_month_seasonality,cash_runway_months,cash_tight,inventory_intensity,match_type,match_score,inventory_history_quality,has_competitor_data,competitor_min_price_usd,competitor_avg_price_usd,competitor_max_price_usd,sales_units_last_28d,avg_daily_sales_28d,competitor_price_trend_4w,competitor_sale_frequency_4w,competitor_oos_frequency_4w,price_gap_volatility_4w,stock_velocity_4w,sell_through_velocity_4w,days_since_competitor_change,rules_label,row_source,is_augmented,augmentation_family,anchor_state_id,sample_weight_hint,ai_label,expected_label,ai_label_confidence,label_confidence,ai_label_rationale,audit_flags,label_prompt_version,labeler_model,labeled_at,ai_label_disagrees_with_rules
SP-3FB5CF5912|2026-05-26,SP-3FB5CF5912,,ID0478,Adidas,lifestyle,"Samba OG Shoes, Beige",2026-05-26,109.2,3.64,0,12,1.0,45.54,0.0,999,30,140.14,0.265,1,1,2,premium,0,0.0,tier1,76.32,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.7739,movement_reconstructed,1,103.0,97.0574,208.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,MARKDOWN,MARKDOWN,0.98,0.98,priced above market by 26%; competitors are discounting; stock cover is elevated (109 DOS),low_stock|overpriced,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-402F2C3335|2026-05-19,SP-402F2C3335,,IN205159,ON,apparel,On Climate Men Running Hoody Black,2026-05-19,0.0,0.0,1,0,1.0,57.97,0.0,999,30,174.03,0.0864,1,1,1,above_market,0,1.0,tier1,73.14,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.7383,movement_reconstructed,1,159.0,193.58823529411765,229.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.8493,0.8493,no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-402F2C3335|2026-05-26,SP-402F2C3335,,IN205159,ON,apparel,On Climate Men Running Hoody Black,2026-05-26,95.0,3.17,0,14,1.0,57.97,0.0,999,30,174.03,0.0864,1,1,1,above_market,0,0.0,tier1,73.14,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.7496,movement_reconstructed,1,159.0,190.2280701754386,229.0,0.0,0.0,0.0,1.0,1.0,0.0,-10.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,MARKDOWN,MARKDOWN,0.7081,0.7081,priced above market by 9%; competitors are discounting; stock cover is elevated (95 DOS),low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-404E26F96A|2026-05-19,SP-404E26F96A,,,Nike,football_boots,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,2026-05-19,0.0,0.0,1,0,1.0,54.3,0.0,999,30,67.88,0.0,0,0,0,at_market,0,1.0,tier1,31.02,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-404E26F96A|2026-05-26,SP-404E26F96A,,,Nike,football_boots,35-45 Nike Air Zoom Mercurial Superfly IX Elite FG,2026-05-26,92.7,3.09,0,10,1.0,54.3,0.0,999,30,67.88,0.0,0,0,0,at_market,0,0.0,tier1,31.02,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-10.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4068E7483B|2026-05-19,SP-4068E7483B,,IN230243,Nike,apparel,Nike Club French Terry Pullover Men Lifestyle Hoody Ghost/White,2026-05-19,0.0,0.0,1,0,1.0,56.36,0.0,999,30,74.31,0.0715,1,1,1,above_market,0,1.0,tier1,32.43,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8471,movement_reconstructed,1,69.0,72.33333333333333,74.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.891,0.891,no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4068E7483B|2026-05-26,SP-4068E7483B,,IN230243,Nike,apparel,Nike Club French Terry Pullover Men Lifestyle Hoody Ghost/White,2026-05-26,61.8,2.06,0,14,1.0,56.36,0.0,999,30,74.31,0.0715,1,1,1,above_market,0,0.0,tier1,32.43,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8471,movement_reconstructed,1,69.0,72.33333333333333,74.0,0.0,0.0,0.0,1.0,1.0,0.073,-9.0,-1.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.7232,0.7232,inventory position is balanced; no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4129A11BDA|2026-05-19,SP-4129A11BDA,,,Nike,football_boots,35-45 Nike Air Zoom Mercurial Vapor XV Elite TF,2026-05-19,0.0,0.0,1,0,1.0,49.54,0.0,999,30,61.48,0.0,0,0,0,at_market,0,1.0,tier1,31.02,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4129A11BDA|2026-05-26,SP-4129A11BDA,,,Nike,football_boots,35-45 Nike Air Zoom Mercurial Vapor XV Elite TF,2026-05-26,84.0,2.8,0,10,1.0,49.54,0.0,999,30,61.48,0.0,0,0,0,at_market,0,0.0,tier1,31.02,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-428F9FE7D9|2026-05-19,SP-428F9FE7D9,,IN224291,Billabong,swimwear,Billabong Gone Tropic Women Lifestyle Swim Short Pistachio,2026-05-19,0.0,0.0,1,0,1.0,49.77,0.0,999,30,39.82,0.2215,1,1,1,premium,0,1.0,tier3,20.0,1.45,0.3,0.0,1.7,3.0,0,0.8224,same_model_family,0.7559,movement_reconstructed,1,31.0,40.9,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,no urgent pricing intervention is needed,low_stock|overpriced|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-428F9FE7D9|2026-05-26,SP-428F9FE7D9,,IN224291,Billabong,swimwear,Billabong Gone Tropic Women Lifestyle Swim Short Pistachio,2026-05-26,98.0,3.27,0,9,1.0,49.77,0.0,999,30,39.82,0.2968,1,1,1,premium,0,0.0,tier3,20.0,1.45,0.3,0.0,1.7,3.0,0,0.8224,same_model_family,0.736,movement_reconstructed,1,28.0,39.15909090909091,49.0,0.0,0.0,0.0,0.5,0.5,0.0416,-9.0,-1.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,inventory position is balanced; no urgent pricing intervention is needed,low_stock|overpriced|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-42A81C708A|2026-05-19,SP-42A81C708A,,IN235630,Babolat,kids,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Light Blue,2026-05-19,0.0,0.0,1,0,1.0,48.73,0.0,999,30,175.45,0.2362,1,1,1,premium,0,1.0,tier3,89.96,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8336,movement_reconstructed,1,134.0,153.5,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,no urgent pricing intervention is needed,low_stock|overpriced|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-42A81C708A|2026-05-26,SP-42A81C708A,,IN235630,Babolat,kids,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Light Blue,2026-05-26,121.4,4.05,0,9,1.0,48.73,0.0,999,30,175.45,0.2362,1,1,1,premium,0,0.0,tier3,89.96,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8336,movement_reconstructed,1,134.0,153.5,173.0,0.0,0.0,0.0,0.0,0.5,0.094,-9.0,-1.0,0,CLEAR,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,inventory position is balanced; no urgent pricing intervention is needed,low_stock|overpriced|stale_inventory|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-42DCF92EB8|2026-05-19,SP-42DCF92EB8,,JN5237,Adidas,apparel,Adidas Juventus 25/26 Home Jersey Kids-Unisex Football T-Shirt White/Black,2026-05-19,0.0,0.0,1,0,1.0,56.59,0.0,999,30,129.37,0.0956,0,0,2,above_market,0,1.0,tier1,56.16,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.887,movement_reconstructed,1,117.0,16.7154,117.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-42DCF92EB8|2026-05-26,SP-42DCF92EB8,,JN5237,Adidas,apparel,Adidas Juventus 25/26 Home Jersey Kids-Unisex Football T-Shirt White/Black,2026-05-26,80.7,2.69,0,14,1.0,56.59,0.0,999,30,129.37,0.0956,0,0,2,above_market,0,0.0,tier1,56.16,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.8897,movement_reconstructed,1,117.0,19.0476,117.0,0.0,0.0,0.0,1.0,1.0,0.2817,-9.0,-1.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-435247DC0F|2026-05-19,SP-435247DC0F,,,Puma,football_boots,2024 new Puma Mg studs football shoes PUMA FUTURE 2024 39-45,2026-05-19,0.0,0.0,1,0,1.0,42.02,0.0,999,30,60.37,0.0,0,0,0,at_market,0,1.0,tier2,35.0,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-435247DC0F|2026-05-26,SP-435247DC0F,,,Puma,football_boots,2024 new Puma Mg studs football shoes PUMA FUTURE 2024 39-45,2026-05-26,84.0,2.8,0,8,1.0,42.02,0.0,999,30,60.37,0.0,0,0,0,at_market,0,0.0,tier2,35.0,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1608,-10.0,-1.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-45B7989AB6|2026-05-19,SP-45B7989AB6,,IN216174,Crocs,accessories,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,2026-05-19,0.0,0.0,1,0,1.0,48.26,0.0,999,30,6.03,0.005,0,1,1,at_market,0,1.0,tier2,3.12,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8594,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-45B7989AB6|2026-05-26,SP-45B7989AB6,,IN216174,Crocs,accessories,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,2026-05-26,45.2,1.51,0,18,1.0,48.26,0.0,999,30,6.03,0.005,0,1,1,at_market,0,0.0,tier2,3.12,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8615,movement_reconstructed,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,-1.0,7,PROMOTE,rds_snapshot_history,0,,,1.0,PROMOTE,PROMOTE,0.55,0.55,strong seasonality (1.15); healthy stock position (45 DOS); margin supports promotion,low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4665CFBB2F|2026-05-19,SP-4665CFBB2F,,BB5476,Adidas,lifestyle,"Gazelle Shoes, Black",2026-05-19,0.0,0.0,1,0,1.0,55.69,0.0,999,30,172.26,0.5356,1,0,1,premium,0,1.0,tier1,76.32,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.895,movement_reconstructed,1,80.0,125.25,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,no urgent pricing intervention is needed,low_stock|overpriced|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4665CFBB2F|2026-05-26,SP-4665CFBB2F,,BB5476,Adidas,lifestyle,"Gazelle Shoes, Black",2026-05-26,128.5,4.28,0,12,1.0,55.69,0.0,999,30,172.26,0.5356,1,0,1,premium,0,0.0,tier1,76.32,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.895,movement_reconstructed,1,80.0,125.25,159.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,CLEAR,rds_snapshot_history,0,,,1.0,MARKDOWN,MARKDOWN,0.98,0.98,priced above market by 54%; competitors are discounting; stock cover is elevated (128 DOS),low_stock|overpriced|stale_inventory,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-46B0A2E099|2026-05-19,SP-46B0A2E099,,IN234705,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Grey Matter,2026-05-19,0.0,0.0,1,0,1.0,58.74,0.0,999,30,41.57,0.158,0,0,1,premium,0,1.0,tier1,17.15,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.9557,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,no urgent pricing intervention is needed,low_stock|overpriced,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-46B0A2E099|2026-05-26,SP-46B0A2E099,,IN234705,New Balance,accessories,New Balance 47 Clean Up Women Lifestyle Cap Grey Matter,2026-05-26,45.2,1.51,0,18,1.0,58.74,0.0,999,30,41.57,0.158,0,0,1,premium,0,0.0,tier1,17.15,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.9557,movement_reconstructed,1,35.0,35.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,-13.0,-1.0,7,PROMOTE,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.8026,0.8026,inventory position is balanced; no urgent pricing intervention is needed,overpriced,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-46BE11CF40|2026-05-19,SP-46BE11CF40,,IN208899,Topten Accessories,football_boots,Topten Accessories The Ultimate Soccer Backpack Unisex Back To School Bag Blue/White,2026-05-19,0.0,0.0,1,0,1.0,50.0,0.0,999,30,14.56,0.0,0,0,0,at_market,0,1.0,tier2,7.28,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-46BE11CF40|2026-05-26,SP-46BE11CF40,,IN208899,Topten Accessories,football_boots,Topten Accessories The Ultimate Soccer Backpack Unisex Back To School Bag Blue/White,2026-05-26,84.0,2.8,0,6,1.0,50.0,0.0,999,30,14.56,0.0385,1,0,1,at_market,0,0.0,tier2,7.28,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.98,movement_reconstructed,1,14.0,14.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,-14.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-474329A365|2026-05-19,SP-474329A365,,IN235629,Babolat,kids,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Blue,2026-05-19,0.0,0.0,1,0,1.0,51.15,0.0,999,30,189.47,0.4142,0,1,1,premium,0,1.0,tier3,92.56,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.808,movement_reconstructed,1,111.0,158.16666666666666,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.8905,0.8905,no urgent pricing intervention is needed,low_stock|overpriced,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-474329A365|2026-05-26,SP-474329A365,,IN235629,Babolat,kids,Babolat Pure Drive Junior 25 Gen11 Kids Tennis Racquet Blue,2026-05-26,121.4,4.05,0,9,1.0,51.15,0.0,999,30,189.47,0.4142,0,1,1,premium,0,0.0,tier3,92.56,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.8128,movement_reconstructed,1,111.0,158.54285714285714,234.0,0.0,0.0,0.0,0.25,0.25,0.3462,-14.0,-1.0,0,CLEAR,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.55,0.55,inventory position is balanced; no urgent pricing intervention is needed,low_stock|overpriced|stale_inventory|low_label_confidence,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-485BDE7E2C|2026-05-19,SP-485BDE7E2C,,IG8996,Adidas,footwear,"4Dfwd 3 Running Shoes, Black",2026-05-19,0.0,0.0,1,0,1.0,55.81,0.0,999,30,224.87,0.0795,1,0,1,above_market,0,1.0,tier1,99.36,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,207.0,207.0,207.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.8774,0.8774,no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-485BDE7E2C|2026-05-26,SP-485BDE7E2C,,IG8996,Adidas,footwear,"4Dfwd 3 Running Shoes, Black",2026-05-26,116.1,3.87,0,9,1.0,55.81,0.0,999,30,224.87,0.0083,2,1,2,at_market,0,0.0,tier1,99.36,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,0.9155,movement_reconstructed,1,223.0,131.7282,207.0,0.0,0.0,0.0,0.5,0.5,0.0768,-9.0,-1.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.6988,0.6988,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-48868D2AA6|2026-05-19,SP-48868D2AA6,,IN205174,ON,apparel,On Climate Women Running Hoody Black,2026-05-19,0.0,0.0,1,0,1.0,48.44,0.0,999,30,141.86,-0.0221,1,1,1,at_market,0,1.0,tier1,73.14,1.15,0.0,0.0,1.2,3.0,0,0.8224,similar_product,0.7157,movement_reconstructed,1,145.0,165.625,195.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-48868D2AA6|2026-05-26,SP-48868D2AA6,,IN205174,ON,apparel,On Climate Women Running Hoody Black,2026-05-26,95.0,3.17,0,14,1.0,48.44,0.0,999,30,141.86,0.0343,1,1,1,at_market,0,0.0,tier1,73.14,1.15,0.0,0.0,1.2,3.0,0,0.8224,same_model_family,0.729,movement_reconstructed,1,137.0,163.3111111111111,195.0,0.0,0.0,0.0,1.0,1.0,0.1374,-14.0,-1.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.8374,0.8374,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-48A96BB634|2026-05-19,SP-48A96BB634,,IG8986,Adidas,footwear,"4DFWD 3 Running Shoes, Black",2026-05-19,0.0,0.0,1,0,1.0,44.44,0.0,999,30,178.84,-0.1575,1,0,1,deep_value,0,1.0,tier1,99.36,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,207.0,207.0,207.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,no urgent pricing intervention is needed,low_stock,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-48A96BB634|2026-05-26,SP-48A96BB634,,IG8986,Adidas,footwear,"4DFWD 3 Running Shoes, Black",2026-05-26,136.6,4.55,0,9,1.0,44.44,0.0,999,30,178.84,-0.1575,1,0,1,deep_value,0,0.0,tier1,99.36,1.15,0.0,0.0,1.2,3.0,0,0.8224,exact_style,1.0,movement_reconstructed,1,207.0,207.0,207.0,0.0,0.0,0.0,1.0,0.5,0.1341,-14.0,-1.0,0,CLEAR,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.7223,0.7223,inventory position is balanced; no urgent pricing intervention is needed,low_stock|stale_inventory,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
SP-48CB982454|2026-05-19,SP-48CB982454,,,New Balance,lifestyle,New Balance 9060 Triple Black,2026-05-19,0.0,0.0,1,0,1.0,53.25,0.0,999,30,89.1,0.0,0,0,0,at_market,0,1.0,tier1,41.65,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-48CB982454|2026-05-26,SP-48CB982454,,,New Balance,lifestyle,New Balance 9060 Triple Black,2026-05-26,100.2,3.34,0,12,1.0,53.25,0.0,999,30,89.1,0.0,0,0,0,at_market,0,0.0,tier1,41.65,1.15,0.0,0.0,1.2,3.0,0,0.8224,no_match,0.0,movement_reconstructed,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-18.0,-1.0,7,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,inventory position is balanced; price is close to market; no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4922B84AAD|2026-05-19,SP-4922B84AAD,,IN221080,Crocs,footwear,Crocs Bae Clog Women Lifestyle White,2026-05-19,0.0,0.0,1,0,1.0,57.98,0.0,999,30,103.95,0.0765,0,0,1,above_market,0,1.0,tier2,43.68,1.15,0.0,0.0,1.2,3.0,0,0.8224,similar_product,0.7702,movement_reconstructed,1,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,HOLD,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.98,0.98,no urgent pricing intervention is needed,low_stock|weak_competitor_match,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,0
SP-4922B84AAD|2026-05-26,SP-4922B84AAD,,IN221080,Crocs,footwear,Crocs Bae Clog Women Lifestyle White,2026-05-26,124.2,4.14,0,9,1.0,57.98,0.0,999,30,103.95,0.0765,0,0,1,above_market,0,0.0,tier2,43.68,1.15,0.0,0.0,1.2,3.0,0,0.8224,similar_product,0.7702,movement_reconstructed,1,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-1.0,7,CLEAR,rds_snapshot_history,0,,,1.0,HOLD,HOLD,0.7294,0.7294,inventory position is balanced; no urgent pricing intervention is needed,low_stock|weak_competitor_match|stale_inventory,business_only_retail_pricing_v1,deterministic_business_heuristic,2026-06-04T19:20:03.676893+00:00,1
