sku_id,product_name,brand,category,retail_price_usd,cost_price_usd,current_stock,initial_stock,total_qty,days_since_launch,days_since_last_discount,days_at_current_price,days_of_supply,current_margin_pct,season_sell_through_pct,price_gap_pct,competitors_on_sale,competitors_out_of_stock,num_competitors,market_position,match_type,match_score
SP-351A270268,Adidas Real Madrid 25/26 Home Men Football Short White,Adidas,apparel,72.85,32.16,14,14,14.0,0.0,999,30,51.5,55.85,0.0,0.0803,0,0,2,above_market,exact_style,1.0
SP-0246864EFD,Adidas Workout Essentials Woven Women Training Pant Black,Adidas,apparel,75.36,36.72,14,14,14.0,0.0,999,30,53.2,51.27,0.0,-0.0085,0,0,2,at_market,exact_style,1.0
SP-DA4EFC860B,"3 Stripes Bralett, Black",Adidas,apparel,47.59,25.92,14,14,14.0,0.0,999,30,51.2,45.53,0.0,-0.1347,0,0,1,below_market,exact_style,1.0
SP-154D0C8A2D,"3 Stripes Leggings, Black",Adidas,apparel,37.8,16.8,14,14,14.0,0.0,999,30,51.2,55.56,0.0,0.0741,1,0,1,above_market,exact_style,1.0
SP-33F5CF243E,"3 Stripes Leggings, Turquoise",Adidas,apparel,12.2,6.72,14,14,14.0,0.0,999,30,51.2,44.92,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-FF9B4B4F9C,"3 Stripes Slim T-Shirt, Black",Adidas,apparel,53.63,25.92,14,14,14.0,0.0,999,30,43.5,51.67,0.0,-0.0069,0,0,1,at_market,exact_style,1.0
SP-7F6612273E,"3 Stripes Slim T-Shirt, White",Adidas,apparel,48.34,25.92,14,14,14.0,0.0,999,30,43.5,46.38,0.0,-0.1171,0,0,1,below_market,exact_style,1.0
SP-625A952A40,"3-Stripes Bra Long-Sleeve Top, Multicolour",Adidas,apparel,22.04,10.56,14,14,14.0,0.0,999,30,43.5,52.09,0.0,0.0018,2,1,2,at_market,exact_style,1.0
SP-753874965B,"3-Stripes Clx Very-Short-Length Swim Shorts, Blue",Adidas,apparel,35.68,14.88,14,14,14.0,0.0,999,30,43.5,58.3,0.0,-0.065,2,1,2,below_market,same_model_family,0.7802
SP-80442AC9A2,"3-Stripes French Terry Shorts, Purple",Adidas,apparel,27.92,11.52,14,14,14.0,0.0,999,30,51.2,58.74,0.0,-0.0387,1,0,1,at_market,similar_product,0.7526
SP-154D3E9BB1,"3-Stripes Leggings, Black",Adidas,apparel,38.91,16.32,14,14,14.0,0.0,999,30,51.2,58.06,0.0,0.1262,1,0,1,above_market,exact_style,1.0
SP-E7F43FB6BA,"3-Stripes Leggings, Brown",Adidas,apparel,43.71,20.64,14,14,14.0,0.0,999,30,51.2,52.78,0.0,0.0162,1,0,1,at_market,exact_style,1.0
SP-E0B825C9D5,"3-Stripes Leggings, Green",Adidas,apparel,24.15,10.56,14,14,14.0,0.0,999,30,51.2,56.27,0.0,0.089,1,0,1,above_market,exact_style,1.0
SP-AA14E90547,"3-Stripes Leggings, Multicolour",Adidas,apparel,28.73,12.96,14,14,14.0,0.0,999,30,51.2,54.89,0.0,0.0602,1,0,1,above_market,exact_style,1.0
SP-E20D71253B,New Balance 25 Inches Essential High-Rise Women Performance 7/8 Tight Black,New Balance,apparel,72.99,28.91,14,14,14.0,0.0,999,30,60.7,60.39,0.0,0.1917,0,0,1,premium,same_model_family,0.9463
SP-7CDB28E0F3,New Balance Accelerate 7 Inch Men Performanc Short Ice Blue,New Balance,apparel,25.92,13.23,14,14,14.0,0.0,999,30,51.2,48.96,0.0,-0.0417,1,0,1,at_market,same_model_family,0.98
SP-8B54A344D5,New Balance Archive Men Lifestyle Sweatshirt Athletic Grey,New Balance,apparel,66.93,35.28,14,14,14.0,0.0,999,30,55.6,47.29,0.0,-0.0309,1,1,1,at_market,similar_product,0.7944
SP-264C0F6E4D,New Balance Athletic Jersey Women Lifestyle T-Shirt Black,New Balance,apparel,50.21,24.01,14,14,14.0,0.0,999,30,51.2,52.18,0.0,0.0241,0,1,1,at_market,same_model_family,0.8813
SP-016FA5F172,New Balance Athletic Premium Logo Relaxed Women Lifestyle Sweatshirt Big Teal,New Balance,apparel,77.65,36.75,14,14,14.0,0.0,999,30,64.5,52.67,0.0,0.0341,0,0,1,at_market,same_model_family,0.98
SP-4C55644A29,New Balance Athletics Flower Women Lifestyle T-Shirt Clay Ash,New Balance,apparel,38.91,18.62,14,14,14.0,0.0,999,30,51.2,52.15,0.0,0.0234,1,0,1,at_market,same_model_family,0.98
SP-8EDF34B77B,New Balance Athletics French Terry Logo Men Lifestyle Hoody Black,New Balance,apparel,96.07,43.12,14,14,14.0,0.0,999,30,79.9,55.12,0.0,0.084,1,0,1,above_market,same_model_family,0.9765
SP-F557DDEAE8,New Balance Athletics French Terry Men Lifestyle Hoody Dusk Shower,New Balance,apparel,88.45,39.2,14,14,14.0,0.0,999,30,73.5,55.68,0.0,0.0955,1,0,1,above_market,same_model_family,0.9732
SP-6477693F65,New Balance Athletics French Terry Men Lifestyle Pant Black,New Balance,apparel,92.21,48.51,14,14,14.0,0.0,999,30,76.6,47.39,0.0,-0.0736,0,0,1,below_market,same_model_family,0.98
SP-C2A32D9C08,New Balance Athletics French Terry Men Lifestyle Pant Pumpernickel,New Balance,apparel,115.28,51.45,14,14,14.0,0.0,999,30,95.0,55.37,0.0,0.0892,0,0,1,above_market,same_model_family,0.975
SP-E859AD8963,New Balance Athletics French Terry Women Lifestyle Pant Linen,New Balance,apparel,73.86,36.26,14,14,14.0,0.0,999,30,61.4,50.91,0.0,-0.0019,1,0,1,at_market,same_model_family,0.98
SP-E8BBCA75D7,New Balance Athletics French Terry Women Lifestyle Short Linen,New Balance,apparel,66.43,26.95,14,14,14.0,0.0,999,30,55.2,59.43,0.0,0.1721,1,0,1,premium,same_model_family,0.9518
SP-ABD0B6080A,New Balance Athletics Gradient Shoes Women Lifestyle T-Shirt Linen,New Balance,apparel,36.38,16.66,14,14,14.0,0.0,999,30,51.2,54.21,0.0,0.0654,1,1,1,above_market,same_model_family,0.98
SP-02EF4F091B,New Balance Athletics Graffiti Graphic Kids-Girls Lifestyle T-Shirt Caviar/Pink,New Balance,apparel,33.41,17.15,14,14,14.0,0.0,999,30,51.2,48.67,0.0,-0.0476,0,1,1,at_market,same_model_family,0.98
SP-9DE0BC17BB,New Balance Athletics Graphic Men Performanc T-Shirt Black,New Balance,apparel,48.16,19.11,14,14,14.0,0.0,999,30,51.2,60.32,0.0,0.1902,1,1,1,premium,same_model_family,0.9467
SP-BA949A0923,New Balance Athletics Graphic Men Performance T-Shirt Lab Green,New Balance,apparel,25.64,13.72,14,14,14.0,0.0,999,30,51.2,46.49,0.0,-0.092,1,0,1,below_market,same_model_family,0.9764
SP-B87306A6F9,New Balance Athletics Jersey Women Lifestyle T-Shirt Daybreak,New Balance,apparel,58.59,24.01,14,14,14.0,0.0,999,30,51.2,59.02,0.0,0.1637,0,1,1,premium,same_model_family,0.9542
SP-BB4CF55CF1,New Balance Athletics Kids-Boys Performanc Short Caviar,New Balance,apparel,39.96,19.11,14,14,14.0,0.0,999,30,51.2,52.18,0.0,0.024,0,0,1,at_market,same_model_family,0.98
SP-AA4107C9BC,New Balance Athletics Logo Men Lifestyle T-Shirt Dream State,New Balance,apparel,39.55,16.66,14,14,14.0,0.0,999,30,51.2,57.88,0.0,0.1403,1,1,1,above_market,same_model_family,0.9607
SP-8CE19B7B41,New Balance Athletics Men Lifestyle Pant Ash Heather,New Balance,apparel,84.54,36.26,14,14,14.0,0.0,999,30,70.3,57.11,0.0,0.1247,1,0,1,above_market,same_model_family,0.9651
SP-F37123B899,New Balance Athletics Men Lifestyle Pant Black,New Balance,apparel,112.98,51.45,14,14,14.0,0.0,999,30,93.9,54.46,0.0,0.0706,0,0,1,above_market,same_model_family,0.98
SP-5A822EBD49,New Balance Athletics Men Lifestyle Short Black,New Balance,apparel,60.85,26.95,14,14,14.0,0.0,999,30,51.2,55.71,0.0,-0.1339,0,0,1,below_market,same_model_family,0.8549
SP-9E98D31333,New Balance Athletics Men Lifestyle T-Shirt Ash Heather,New Balance,apparel,59.28,24.01,14,14,14.0,0.0,999,30,51.2,59.5,0.0,0.1565,1,1,1,premium,same_model_family,0.9002
SP-7C71C82AFB,New Balance Athletics Men Lifestyle T-Shirt Navy,New Balance,apparel,60.03,24.01,14,14,14.0,0.0,999,30,51.2,60.0,0.0,0.1837,0,0,1,premium,same_model_family,0.9486
SP-BC8BFD0C2A,New Balance Athletics Men Performanc T-Shirt Blue Gemstone,New Balance,apparel,33.4,16.66,14,14,14.0,0.0,999,30,51.2,50.12,0.0,-0.018,1,0,1,at_market,same_model_family,0.98
SP-0D038F16ED,New Balance Athletics Men Performanc T-Shirt Navy Heather,New Balance,apparel,43.21,16.66,14,14,14.0,0.0,999,30,51.2,61.44,0.0,0.2131,1,1,1,premium,same_model_family,0.9403
SP-FD095E04D0,Nike Air Boys Lifestyle Pant Seaweed/Black/White,Nike,apparel,79.43,33.84,14,14,14.0,0.0,999,30,66.0,57.4,0.0,0.2068,1,1,1,premium,same_model_family,0.9421
SP-4D19290060,Nike Air Fleece Boys Lifestyle Hoody Black/White,Nike,apparel,80.61,33.84,14,14,14.0,0.0,999,30,67.0,58.02,0.0,0.2185,1,1,1,premium,same_model_family,0.9388
SP-71B70A7334,Nike Air Fleece Boys Lifestyle Pant Black/White,Nike,apparel,78.44,33.84,14,14,14.0,0.0,999,30,65.2,56.86,0.0,0.1968,1,1,1,premium,same_model_family,0.9449
SP-3E61C2F87F,Nike Air Max Pk Full-Zip Men Lifestyle Hoody Blue/Black,Nike,apparel,101.84,47.0,14,14,14.0,0.0,999,30,84.6,53.85,0.0,0.0181,1,0,1,at_market,same_model_family,0.98
SP-C3739F5327,Nike Air Men Lifestyle Pant Black/White,Nike,apparel,143.44,67.21,14,14,14.0,0.0,999,30,95.0,53.14,0.0,0.1286,1,1,1,above_market,same_model_family,0.964
SP-AC11618B60,Nike Challenger Men Running Pant Black,Nike,apparel,121.78,52.64,14,14,14.0,0.0,999,30,95.0,56.77,0.0,0.0803,0,0,1,above_market,same_model_family,0.9775
SP-16107603B2,Nike Challenger Men Running Pant Smoke Grey/Black,Nike,apparel,126.92,52.64,14,14,14.0,0.0,999,30,95.0,58.53,0.0,0.1176,0,0,1,above_market,same_model_family,0.8971
SP-5C52EEBFCD,Nike Challenger Winterized 12.5Cm Men Running Short Blue,Nike,apparel,71.84,37.6,14,14,14.0,0.0,999,30,59.7,47.66,0.0,-0.1136,0,0,1,below_market,same_model_family,0.9714
SP-6F021B8DA6,Nike Challenger Winterized 12.5Cm Men Running Short Pure Platinum,Nike,apparel,81.01,37.6,14,14,14.0,0.0,999,30,67.3,53.59,0.0,0.0125,0,0,1,at_market,same_model_family,0.98
SP-58C9C3FB4F,Nike Chill Knit Women Lifestyle T-Shirt Black/Sail,Nike,apparel,78.63,37.6,14,14,14.0,0.0,999,30,65.4,52.18,0.0,-0.0174,0,0,1,at_market,same_model_family,0.98
SP-B656BCF67E,Nike Club Alumni French Terry Men Lifestyle Short Blue/White,Nike,apparel,63.16,33.84,14,14,14.0,0.0,999,30,52.5,46.42,0.0,-0.0608,0,0,1,below_market,same_model_family,0.98
SP-5BABA5198D,Nike Club Alumni Men Lifestyle Short Black/White,Nike,apparel,74.57,31.49,14,14,14.0,0.0,999,30,62.0,57.77,0.0,0.0345,0,0,1,at_market,same_model_family,0.98
SP-88DFC2BCBD,Nike Club Boys Lifestyle Short Black/White,Nike,apparel,57.2,26.32,14,14,14.0,0.0,999,30,51.2,53.99,0.0,0.021,0,0,1,at_market,same_model_family,0.98
SP-0EC65E75A7,Nike Club Flow Men Lifestyle Short Black/White,Nike,apparel,44.87,20.21,14,14,14.0,0.0,999,30,51.2,54.96,0.0,0.0417,1,0,1,at_market,same_model_family,0.98
SP-75B1A246DD,Nike Club French Terry Alumni Men Lifestyle Short Grey/White,Nike,apparel,75.99,31.49,14,14,14.0,0.0,999,30,63.2,58.56,0.0,0.0525,0,0,1,above_market,same_model_family,0.98
SP-A4A12CC268,Nike Club French Terry Men Lifestyle Hoody Black/White,Nike,apparel,113.01,52.64,14,14,14.0,0.0,999,30,93.9,53.42,0.0,0.0089,0,0,1,at_market,same_model_family,0.98
SP-678BBA12C3,Nike Club French Terry Men Lifestyle Hoody Blue/White,Nike,apparel,64.8,32.43,14,14,14.0,0.0,999,30,53.9,49.95,0.0,-0.0648,1,0,1,below_market,same_model_family,0.98
SP-EC9AF8E301,Nike Club French Terry Men Lifestyle Pant Grey/White,Nike,apparel,87.68,41.83,14,14,14.0,0.0,999,30,72.9,52.29,0.0,-0.0151,0,0,1,at_market,same_model_family,0.98
SP-14615F55C9,Nike Club French Terry Open Hem Men Lifestyle Pant Grey/White,Nike,apparel,90.93,41.83,14,14,14.0,0.0,999,30,75.6,54.0,0.0,0.0212,0,0,1,at_market,same_model_family,0.98
SP-4068E7483B,Nike Club French Terry Pullover Men Lifestyle Hoody Ghost/White,Nike,apparel,74.31,32.43,14,14,14.0,0.0,999,30,61.8,56.36,0.0,0.0715,1,0,1,above_market,same_model_family,0.98
SP-A39D32F242,Nike Club Men Lifestyle Hoody Black,Nike,apparel,66.7,32.43,14,14,14.0,0.0,999,30,55.4,51.38,0.0,-0.0345,1,1,1,at_market,same_model_family,0.98
SP-F7FAFB8DB4,Nike Club Men Lifestyle Hoody Black/White,Nike,apparel,79.57,34.78,14,14,14.0,0.0,999,30,66.1,56.29,0.0,0.07,1,0,1,above_market,same_model_family,0.98
SP-6BB19DF665,Nike Club Men Lifestyle Long Sleeve Black/White,Nike,apparel,66.75,29.61,14,14,14.0,0.0,999,30,55.5,55.64,0.0,-0.0337,1,1,1,at_market,similar_product,0.793
SP-C11BA696DF,Nike Club Men Lifestyle Pant Black/White,Nike,apparel,63.57,31.02,14,14,14.0,0.0,999,30,52.8,51.2,0.0,0.0876,1,1,1,above_market,same_model_family,0.9755
SP-6186950F73,Nike Club Men Lifestyle Pant Black/White,Nike,apparel,98.0,41.83,14,14,14.0,0.0,999,30,81.5,57.32,0.0,0.0918,0,0,1,above_market,same_model_family,0.9743
SP-853172544A,Nike Club Men Lifestyle Pant Black/White,Nike,apparel,86.91,41.83,14,14,14.0,0.0,999,30,72.2,51.87,0.0,0.0335,1,1,1,at_market,same_model_family,0.98
SP-2732E00DB0,1Me10031756 Club Hoodie Crater,ON,apparel,147.23,73.14,14,14,14.0,0.0,999,30,95.0,50.32,0.0,-0.0799,0,0,1,below_market,exact_style,1.0
SP-805D3F1EDC,ON Men Trail-T Running Tee Reef,ON,apparel,76.84,34.5,14,14,14.0,0.0,999,30,63.9,55.1,0.0,0.0239,0,0,1,at_market,same_model_family,0.98
SP-EA820C1A13,ON Trail-T Men Trail Running Shirt Desert,ON,apparel,73.91,34.5,14,14,14.0,0.0,999,30,61.4,53.32,0.0,-0.0147,0,0,1,at_market,same_model_family,0.98
SP-5643A090B0,On 3 Inch Core Women Running Short Black,ON,apparel,78.78,34.5,14,14,14.0,0.0,999,30,65.5,56.21,0.0,0.048,0,0,2,at_market,same_model_family,0.857
SP-D0A64208B9,On 3 Inch Core Women Running Short Heron,ON,apparel,78.49,34.5,14,14,14.0,0.0,999,30,65.2,56.05,0.0,0.0445,0,0,1,at_market,same_model_family,0.98
SP-946B9D03B0,On 3 Inch Court 2 In 1 Women Tennis Short White,ON,apparel,91.49,45.54,14,14,14.0,0.0,999,30,76.0,50.22,0.0,-0.0821,0,0,1,below_market,same_model_family,0.9788
SP-20A699F44B,On 3 Inch Performance Women Running Short Black,ON,apparel,92.74,39.1,14,14,14.0,0.0,999,30,77.1,57.84,0.0,0.0835,0,0,2,above_market,same_model_family,0.8526
SP-A5BA957315,On 3 Inch Performance Women Running Short Sailor,ON,apparel,97.0,39.1,14,14,14.0,0.0,999,30,80.6,59.69,0.0,0.1237,0,0,1,above_market,same_model_family,0.9654
SP-63A3151A45,On 30 Inch Studio Flared Women Training Tight Black,ON,apparel,170.04,66.7,14,14,14.0,0.0,999,30,95.0,60.77,0.0,0.1473,0,0,1,above_market,same_model_family,0.9588
SP-9109C66E8F,On 5 Inch Core Men Running Short Midnight,ON,apparel,74.98,34.5,14,14,14.0,0.0,999,30,62.3,53.99,0.0,-0.0003,0,0,1,at_market,same_model_family,0.98
SP-33D4752389,"On 5"" Performance Men Running Short Black",ON,apparel,96.65,45.54,14,14,14.0,0.0,999,30,80.3,52.88,0.0,-0.0243,0,0,1,at_market,same_model_family,0.98
SP-D38DD30CF0,"On 5"" Performance Women Running Short Black",ON,apparel,91.76,45.54,14,14,14.0,0.0,999,30,76.3,50.37,0.0,0.0737,0,0,2,above_market,same_model_family,0.8566
SP-BF5626A1D8,"On 5""Core Men Running Short Black",ON,apparel,66.21,34.5,14,14,14.0,0.0,999,30,55.0,47.89,0.0,-0.1328,0,0,1,below_market,same_model_family,0.9672
SP-B7A8557FF6,On 7 Inch Core Men Running Short Desert,ON,apparel,73.29,34.5,14,14,14.0,0.0,999,30,60.9,52.93,0.0,-0.0233,0,0,1,at_market,same_model_family,0.98
SP-DF88997BEE,On 7 Inch Court Tennis 7 Inch Tide,ON,apparel,103.04,45.54,14,14,14.0,0.0,999,30,85.6,55.8,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-B7529301C1,On 7 Inch Court Tennis 7 Inch White,ON,apparel,109.72,45.54,14,14,14.0,0.0,999,30,91.2,58.49,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-98266B6693,On All-Day Joggers Men Lifestyle Pant Black,ON,apparel,187.81,82.34,14,14,14.0,0.0,999,30,95.0,56.16,0.0,0.0469,0,1,1,at_market,same_model_family,0.98
SP-09354499DD,On Boxy Club Women Lifestyle T-Shirt White,ON,apparel,73.65,29.9,14,14,14.0,0.0,999,30,61.2,59.4,0.0,0.1174,0,0,1,above_market,same_model_family,0.9671
SP-57AE88CE7F,On Climate Full Zip Women Running Hoody White,ON,apparel,164.93,73.14,14,14,14.0,0.0,999,30,95.0,55.65,0.0,0.036,0,0,1,at_market,same_model_family,0.98
SP-402F2C3335,On Climate Men Running Hoody Black,ON,apparel,174.03,73.14,14,14,14.0,0.0,999,30,95.0,57.97,0.0,0.0864,0,0,1,above_market,same_model_family,0.9758
SP-06A4E41C88,On Climate Men Running Hoody Denim,ON,apparel,142.95,51.06,14,14,14.0,0.0,999,30,95.0,64.28,0.0,0.2235,1,0,1,premium,same_model_family,0.9374
SP-48868D2AA6,On Climate Women Running Hoody Black,ON,apparel,141.86,73.14,14,14,14.0,0.0,999,30,95.0,48.44,0.0,-0.1208,0,0,1,below_market,same_model_family,0.9698
SP-FAEA6F848F,On Club Boxy Women Lifestyle T-Shirt Black,ON,apparel,73.83,29.9,14,14,14.0,0.0,999,30,61.4,59.5,0.0,0.1196,0,0,1,above_market,same_model_family,0.9665
SP-834156AAD3,On Club Collective Men Lifestyle Pant Black,ON,apparel,155.32,66.7,14,14,14.0,0.0,999,30,95.0,57.06,0.0,0.0664,0,0,1,above_market,same_model_family,0.98
SP-90BB09D2CD,On Club Collective Men Lifestyle T-Shirt Black,ON,apparel,70.68,36.34,14,14,14.0,0.0,999,30,58.7,48.59,0.0,-0.0611,0,1,1,below_market,same_model_family,0.98
SP-4F416D339A,On Club Collective Men Lifestyle T-Shirt White,ON,apparel,85.57,36.34,14,14,14.0,0.0,999,30,71.1,57.53,0.0,0.0768,0,1,1,above_market,same_model_family,0.9785
SP-229CAF275F,DARE TO Leggings Sportstyle/Prime Women,Puma,apparel,14.1,6.25,14,14,14.0,0.0,999,30,51.2,55.67,0.0,0.0,0,0,0,at_market,no_match,0.0
SP-14F06CB1CC,"3-Stripes Bodysuit, Black",Adidas,sportswear,31.75,14.4,12,12,12.0,0.0,999,30,58.8,54.65,0.0,0.0551,1,0,1,above_market,exact_style,1.0
SP-F067DCDACE,"AEROREADY Essentials Regular-Fit 3-Stripes Track Suit, Black",Adidas,sportswear,85.64,40.32,12,12,12.0,0.0,999,30,81.9,52.92,0.0,0.0191,1,0,1,at_market,exact_style,1.0
SP-F4341B2295,"AEROREADY Essentials Regular-Fit 3-Stripes Track Suit, Blue",Adidas,sportswear,93.87,40.32,12,12,12.0,0.0,999,30,89.7,57.05,0.0,0.1051,1,0,1,above_market,exact_style,1.0
SP-EEC5C6A0BE,"AEROREADY Sereno Cut 3-Stripes Track Suit, Blue",Adidas,sportswear,129.32,53.28,12,12,12.0,0.0,999,30,92.9,58.8,0.0,0.1417,0,0,2,above_market,exact_style,1.0
SP-D7ADEC42DC,"Adi365 Running Pocket Graphic Medium Support Bra, Black",Adidas,sportswear,89.24,42.24,12,12,12.0,0.0,999,30,85.3,52.67,0.0,0.0139,0,0,1,at_market,exact_style,1.0
SP-EB900BB3C2,"Adi365 Running Pocket Medium Support Bra, Green",Adidas,sportswear,77.07,38.4,12,12,12.0,0.0,999,30,73.7,50.18,0.0,-0.038,0,0,1,at_market,exact_style,1.0
SP-E961A24573,"Adibreak Tracksuit Bottoms, Green",Adidas,sportswear,111.33,58.08,12,12,12.0,0.0,999,30,106.4,47.83,0.0,-0.0869,0,0,1,below_market,exact_style,1.0
SP-C80777C682,New Balance Essential Train Women Performance Bra Black,New Balance,sportswear,76.39,31.85,12,12,12.0,0.0,999,30,73.0,58.31,0.0,0.1491,0,0,1,above_market,same_model_family,0.9583
SP-FEA7F5C6A1,New Balance Essential Women Performance Bra Olivine,New Balance,sportswear,46.19,23.52,12,12,12.0,0.0,999,30,58.8,49.08,0.0,-0.0392,1,0,1,at_market,same_model_family,0.98
SP-FCD511BE4F,New Balance Essential Yoga Women Performance Bra Black,New Balance,sportswear,75.81,28.91,12,12,12.0,0.0,999,30,72.5,61.87,0.0,0.2217,0,0,1,premium,same_model_family,0.9379
SP-61E130E733,New Balance Essential Yoga Women Performance Bra Daybreak,New Balance,sportswear,68.1,28.91,12,12,12.0,0.0,999,30,65.1,57.55,0.0,0.1336,0,0,1,above_market,same_model_family,0.9626
SP-3D39AF9FF6,New Balance Essential Yoga Women Performance Bra Medusa Green,New Balance,sportswear,63.99,28.91,12,12,12.0,0.0,999,30,61.2,54.82,0.0,0.078,0,0,1,above_market,same_model_family,0.9782
SP-7542B894A6,New Balance Fuel Women Performance Bra Black,New Balance,sportswear,28.85,15.19,12,12,12.0,0.0,999,30,58.8,47.35,0.0,-0.0745,1,0,1,below_market,same_model_family,0.98
SP-AEB17209EC,New Balance Harmony Women Performanc Bra Black,New Balance,sportswear,41.75,18.62,12,12,12.0,0.0,999,30,58.8,55.4,0.0,0.0898,1,1,1,above_market,same_model_family,0.9749
SP-5B7283A238,Nike Alate Curve Aop Women Training Bra Black,Nike,sportswear,44.33,17.86,12,12,12.0,0.0,999,30,58.8,59.71,0.0,0.1428,1,0,1,above_market,same_model_family,0.96
SP-87CD96F6B8,Nike Brand Energy Infant-Boys Lifestyle Set Black,Nike,sportswear,44.2,19.27,12,12,12.0,0.0,999,30,58.8,56.4,0.0,0.0724,0,0,1,above_market,same_model_family,0.9797
SP-F3734633B0,Nike Indy Light-Support Women Training Bra Black/White,Nike,sportswear,67.99,26.32,12,12,12.0,0.0,999,30,65.0,61.29,0.0,0.1763,0,0,1,premium,same_model_family,0.9506
SP-6A8CBD0A6C,Nike One Girls Training Bra Black/White,Nike,sportswear,35.96,17.39,12,12,12.0,0.0,999,30,58.8,51.64,0.0,-0.0289,0,0,1,at_market,same_model_family,0.98
SP-A544BF76A8,Nike One Keyhole Women Training Bra Black,Nike,sportswear,47.12,22.09,12,12,12.0,0.0,999,30,58.8,53.12,0.0,0.0025,1,0,1,at_market,same_model_family,0.98
SP-B7486CDFB2,Nike One Light-Support Padded Women Training Bra Pink/Canyon Rust,Nike,sportswear,51.47,22.09,12,12,12.0,0.0,999,30,58.8,57.08,0.0,0.0868,1,1,1,above_market,same_model_family,0.9757
SP-DBF6B755DC,Nike One Women Training Bra Black/White,Nike,sportswear,58.66,25.38,12,12,12.0,0.0,999,30,58.8,56.73,0.0,0.1988,1,1,1,premium,same_model_family,0.9444
SP-F0B4D9EAF5,ON Sports Performance Women Running Bra Women Gourami,ON,sportswear,97.32,40.94,12,12,12.0,0.0,999,30,93.0,57.93,0.0,0.0855,0,0,1,above_market,same_model_family,0.9761
SP-06A343CFF5,On Endurance Women Running Bra Heron,ON,sportswear,124.97,48.3,12,12,12.0,0.0,999,30,109.2,61.35,0.0,0.1598,0,0,1,premium,same_model_family,0.9553
SP-FC59B5B023,On Endurance Women Running Bra Iceberg,ON,sportswear,109.02,48.3,12,12,12.0,0.0,999,30,104.2,55.7,0.0,0.2203,0,0,2,premium,same_model_family,0.8187
SP-1AB356CEBD,On Performance Women Running Bra Black,ON,sportswear,86.19,40.94,12,12,12.0,0.0,999,30,82.4,52.5,0.0,0.0138,0,0,2,at_market,same_model_family,0.8724
SP-6B6DD9AB71,On Performance Women Running Bra White,ON,sportswear,97.9,40.94,12,12,12.0,0.0,999,30,93.6,58.18,0.0,0.1318,0,0,2,above_market,same_model_family,0.839
SP-5EEE00AE58,On Studio Women Training Bra Black,ON,sportswear,94.01,34.5,12,12,12.0,0.0,999,30,89.9,63.3,0.0,0.2022,0,0,1,premium,same_model_family,0.9434
SP-2D1656C34E,On Studio Women Training Bra Heron,ON,sportswear,78.84,34.5,12,12,12.0,0.0,999,30,75.4,56.24,0.0,0.0487,0,1,1,at_market,same_model_family,0.98
SP-C031FC9456,Adidas All Court 3.0 Unisex Basketball Ball Wood/Black,Adidas,accessories,43.08,19.68,18,18,18.0,0.0,999,30,45.2,54.32,0.0,0.0483,0,0,1,at_market,exact_style,1.0
SP-2AE7A078CB,Adidas Classic 3 Bar Logo Training Backpack Men Dark Blue/White,Adidas,accessories,41.52,18.0,18,18,18.0,0.0,999,30,38.5,56.65,0.0,0.1089,0,0,2,above_market,exact_style,1.0
SP-EFA218BDF9,Adidas Classic Training Backpack With Pencil Case Unisex Black/White,Adidas,accessories,53.85,22.8,18,18,18.0,0.0,999,30,38.5,57.66,0.0,0.1272,0,0,2,above_market,exact_style,1.0
SP-8F64E1FCBD,Adidas INTER MIAMI IMCF JSY HOME Football Men,Adidas,accessories,74.49,29.28,18,18,18.0,0.0,999,30,46.6,60.69,0.0,0.1811,1,0,1,premium,exact_style,1.0
SP-648D792B8F,Adidas Lightweight Baseball Unisex Training Cap White,Adidas,accessories,28.93,12.48,18,18,18.0,0.0,999,30,38.5,56.86,0.0,0.1013,0,0,2,above_market,exact_style,1.0
SP-04B3889425,Adidas Performance 0.75 Unisex Training Water Bottle Black,Adidas,accessories,14.43,6.24,18,18,18.0,0.0,999,30,38.5,56.76,0.0,0.1684,0,0,2,premium,exact_style,1.0
SP-100050E78D,Adidas Power Vii Unisex Training Bag Alumina/Black,Adidas,accessories,49.2,20.64,18,18,18.0,0.0,999,30,38.5,58.05,0.0,0.1667,2,0,2,premium,exact_style,1.0
SP-2F2652299B,Adidas Unisex Training Dz9435 Light Ank 3Pp White/White/White,Adidas,accessories,19.62,7.44,18,18,18.0,0.0,999,30,45.2,62.08,0.0,0.0826,0,0,1,above_market,exact_style,1.0
SP-984922E582,Crocs 3D Beach Umbrella Unisex Lifestyle Jibbitz Charm,Crocs,accessories,6.7,3.12,18,18,18.0,0.0,999,30,45.2,53.43,0.0,0.1045,0,0,1,above_market,same_model_family,0.9707
SP-45B7989AB6,Crocs 3D Candy Cane Unisex Lifestyle Jibbitz Charm,Crocs,accessories,6.03,3.12,18,18,18.0,0.0,999,30,45.2,48.26,0.0,0.005,0,0,1,at_market,same_model_family,0.98
SP-ECB50BF5E1,Crocs 3D Chilling Frog Unisex Lifestyle Jibbitz Charm,Crocs,accessories,7.39,3.12,18,18,18.0,0.0,999,30,45.2,57.78,0.0,0.1881,0,0,1,premium,same_model_family,0.9473
